"Meetnet";"MeetpuntID";"ID_VBI";"Plot";"OpnameID";"Habitattype";"Habitatsubtype";"SBZH";"Date";"X";"Y";"GRTS_ranking";"PlotWeight_cirkelplot";"StratumWeight";"PlotWeight_vegetatieplot";"Periode";"Phab"
"VBI";"VBI203018";203018;"Vegetatieplot";"VBI203018_2";"9120";"9120";"Buiten";"2010";51949,361856;196681,012856;;1;66,6438016528926;;2;60
"VBI";"VBI206047";206047;"Vegetatieplot";"VBI206047_2";"9120";"9120";"Buiten";"2012";48936,440856;185193,813856;;1;66,6438016528926;;2;100
"VBI";"VBI206086";206086;"Vegetatieplot";"VBI206086_2";"9120";"9120";"Buiten";"2012";47942,244856;182679,659856;;1;66,6438016528926;;2;100
"VBI";"VBI206086";206086;"Vegetatieplot";"VBI206086_1";"9120";"9120";"Buiten";"1999";47942,244856;182679,659856;;1;66,6438016528926;;1;100
"VBI";"VBI207049";207049;"Vegetatieplot";"VBI207049_1";"9120";"9120";"Binnen";"1999";50860,943856;184664,615856;;1;61,3330985915493;;1;100
"VBI";"VBI207049";207049;"Vegetatieplot";"VBI207049_2";"9120";"9120";"Binnen";"2010";50860,943856;184664,615856;;1;61,3330985915493;;2;100
"VBI";"VBI207057";207057;"Vegetatieplot";"VBI207057_2";"9120";"9120";"Binnen";"2010";50846,080856;184092,324856;;1;61,3330985915493;;2;100
"VBI";"VBI211004";211004;"Vegetatieplot";"VBI211004_2";"9120";"9120";"Binnen";"2015";69942,19;197679,8;;1;61,3330985915493;;2;100
"VBI";"VBI211004";211004;"Vegetatieplot";"VBI211004_1";"9120";"9120";"Binnen";"1998";69942,19;197679,8;;1;61,3330985915493;;1;100
"VBI";"VBI212002";212002;"Vegetatieplot";"VBI212002_2";"9120";"9120";"Buiten";"2014";75920,501856;197693,278856;;1;66,6438016528926;;2;100
"VBI";"VBI212002";212002;"Vegetatieplot";"VBI212002_1";"9120";"9120";"Buiten";"1998";75920,501856;197693,278856;;1;66,6438016528926;;1;100
"VBI";"VBI212006";212006;"Vegetatieplot";"VBI212006_1";"9120";"9120";"Buiten";"1998";79933,282856;197708,241856;;1;66,6438016528926;;1;100
"VBI";"VBI212006";212006;"Vegetatieplot";"VBI212006_2";"9120";"9120";"Buiten";"2012";79933,282856;197708,241856;;1;66,6438016528926;;2;100
"VBI";"VBI212018";212018;"Vegetatieplot";"VBI212018_1";"9120";"9120";"Buiten";"1998";75913,239856;196677,684856;;1;66,6438016528926;;1;100
"VBI";"VBI212018";212018;"Vegetatieplot";"VBI212018_2";"9120";"9120";"Buiten";"2013";75913,239856;196677,684856;;1;66,6438016528926;;2;100
"VBI";"VBI213033";213033;"Vegetatieplot";"VBI213033_1";"9120";"9120";"Buiten";"1998";82942,852856;195688,819856;;1;66,6438016528926;;1;100
"VBI";"VBI213033";213033;"Vegetatieplot";"VBI213033_2";"9120";"9120";"Buiten";"2012";82942,852856;195688,819856;;1;66,6438016528926;;2;100
"VBI";"VBI213037";213037;"Vegetatieplot";"VBI213037_1";"9120";"9120";"Buiten";"1998";86942,191856;195679,894856;;1;66,6438016528926;;1;100
"VBI";"VBI213037";213037;"Vegetatieplot";"VBI213037_2";"9120";"9120";"Buiten";"2011";86942,191856;195679,894856;;0,86;66,6438016528926;;2;100
"VBI";"VBI213047";213047;"Vegetatieplot";"VBI213047_2";"9120";"9120";"Buiten";"2011";88942,089856;195179,882856;;1;66,6438016528926;;2;100
"VBI";"VBI213076";213076;"Vegetatieplot";"VBI213076_2";"9120";"9120";"Buiten";"2012";85934,706856;193198,531856;;1;66,6438016528926;;2;100
"VBI";"VBI215068";215068;"Vegetatieplot";"VBI215068_2";"9120";"9120";"Buiten";"2015";69942,19;183679,8;;1;66,6438016528926;;2;100
"VBI";"VBI215068";215068;"Vegetatieplot";"VBI215068_1";"9120";"9120";"Buiten";"1999";69942,19;183679,8;;1;66,6438016528926;;1;100
"VBI";"VBI226019";226019;"Vegetatieplot";"VBI226019_1";"9120";"9120";"Buiten";"1997";108942,2;186679,8;;1;66,6438016528926;;1;100
"VBI";"VBI226019";226019;"Vegetatieplot";"VBI226019_2";"9120";"9120";"Buiten";"2015";108942,2;186679,8;;1;66,6438016528926;;2;100
"VBI";"VBI226022";226022;"Vegetatieplot";"VBI226022_2";"9120";"9120";"Buiten";"2014";111942,227856;186679,935856;;1;66,6438016528926;;2;100
"VBI";"VBI226022";226022;"Vegetatieplot";"VBI226022_1";"9120";"9120";"Buiten";"1997";111942,227856;186679,935856;;1;66,6438016528926;;1;100
"VBI";"VBI226044";226044;"Vegetatieplot";"VBI226044_2";"9120";"9120";"Binnen";"2015";109942,2;185179,8;;1;61,3330985915493;;2;100
"VBI";"VBI227037";227037;"Vegetatieplot";"VBI227037_1";"9120";"9120";"Binnen";"1999";118945,328856;185686,592856;;1;61,3330985915493;;1;70
"VBI";"VBI227037";227037;"Vegetatieplot";"VBI227037_2";"9120";"9120";"Binnen";"2013";118945,328856;185686,592856;;1;61,3330985915493;;2;70
"VBI";"VBI234013";234013;"Vegetatieplot";"VBI234013_2";"9120";"9120";"Buiten";"2012";158967,499856;197130,975856;;1;66,6438016528926;;2;70
"VBI";"VBI234112";234112;"Vegetatieplot";"VBI234112_2";"9120";"9120";"Buiten";"2012";161942,269856;191179,870856;;0,93;66,6438016528926;;2;100
"VBI";"VBI237063";237063;"Vegetatieplot";"VBI237063_2";"9120";"9120";"Buiten";"2014";152942,202856;184179,769856;;0,87;66,6438016528926;;2;100
"VBI";"VBI238025";238025;"Vegetatieplot";"VBI238025_2";"9120";"9120";"Buiten";"2013";154942,214856;186179,646856;;1;66,6438016528926;;2;60
"VBI";"VBI241019";241019;"Vegetatieplot";"VBI241019_2";"9120";"9120";"Buiten";"2011";164942,235856;196679,838856;;1;66,6438016528926;;2;100
"VBI";"VBI241019";241019;"Vegetatieplot";"VBI241019_1";"9120";"9120";"Buiten";"1999";164942,235856;196679,838856;;1;66,6438016528926;;1;100
"VBI";"VBI243042";243042;"Vegetatieplot";"VBI243042_2";"9120";"9120";"Buiten";"2016";179942,2;195179,8;;1;66,6438016528926;;2;100
"VBI";"VBI243055";243055;"Vegetatieplot";"VBI243055_2";"9120";"9120";"Binnen";"2015";184942,2;194679,8;;1;61,3330985915493;;2;70
"VBI";"VBI243062";243062;"Vegetatieplot";"VBI243062_2";"9120";"9120";"Binnen";"2015";183942,2;194179,8;;0,85;61,3330985915493;;2;100
"VBI";"VBI243074";243074;"Vegetatieplot";"VBI243074_2";"9120";"9120";"Buiten";"2016";179942,2;193179,8;;0,6;66,6438016528926;;2;100
"VBI";"VBI243077";243077;"Vegetatieplot";"VBI243077_2";"9120";"9120";"Binnen";"2015";182942,2;193179,8;;1;61,3330985915493;;2;100
"VBI";"VBI243140";243140;"Vegetatieplot";"VBI243140_2";"9120";"9120";"Buiten";"2016";181942,2;189179,8;;1;66,6438016528926;;2;100
"VBI";"VBI243148";243148;"Vegetatieplot";"VBI243148_2";"9120";"9120";"Buiten";"2016";181942,2;188679,8;;1;66,6438016528926;;2;80
"VBI";"VBI243148";243148;"Vegetatieplot";"VBI243148_1";"9120";"9120";"Buiten";"1999";181942,2;188679,8;;1;66,6438016528926;;1;80
"VBI";"VBI244053";244053;"Vegetatieplot";"VBI244053_1";"9120";"9120";"Buiten";"1999";190942,187856;194679,883856;;1;66,6438016528926;;1;100
"VBI";"VBI244053";244053;"Vegetatieplot";"VBI244053_2";"9120";"9120";"Buiten";"2014";190942,187856;194679,883856;;1;66,6438016528926;;2;100
"VBI";"VBI245075";245075;"Vegetatieplot";"VBI245075_2";"9120";"9120";"Buiten";"2011";164945,378856;183181,195856;;1;66,6438016528926;;2;70
"VBI";"VBI245085";245085;"Vegetatieplot";"VBI245085_1";"9120";"9120";"Buiten";"1999";166936,449856;182696,933856;;1;66,6438016528926;;1;100
"VBI";"VBI245085";245085;"Vegetatieplot";"VBI245085_2";"9120";"9120";"Buiten";"2011";166936,449856;182696,933856;;1;66,6438016528926;;2;100
"VBI";"VBI245086";245086;"Vegetatieplot";"VBI245086_2";"9120";"9120";"Buiten";"2011";167928,745856;182663,462856;;1;66,6438016528926;;2;80
"VBI";"VBI245086";245086;"Vegetatieplot";"VBI245086_1";"9120";"9120";"Buiten";"1999";167928,745856;182663,462856;;1;66,6438016528926;;1;80
"VBI";"VBI247080";247080;"Vegetatieplot";"VBI247080_2";"9120";"9120";"Buiten";"2015";185942,2;183179,8;;1;66,6438016528926;;2;100
"VBI";"VBI247136";247136;"Vegetatieplot";"VBI247136_2";"9120";"9120";"Binnen";"2015";185942,2;179679,8;;1;61,3330985915493;;2;100
"VBI";"VBI247136";247136;"Vegetatieplot";"VBI247136_1";"9120";"9120";"Binnen";"1999";185942,2;179679,8;;1;61,3330985915493;;1;100
"VBI";"VBI247150";247150;"Vegetatieplot";"VBI247150_1";"9120";"9120";"Binnen";"1999";183942,2;178679,8;;1;61,3330985915493;;1;100
"VBI";"VBI247150";247150;"Vegetatieplot";"VBI247150_2";"9120";"9120";"Binnen";"2015";183942,2;178679,8;;1;61,3330985915493;;2;100
"VBI";"VBI247158";247158;"Vegetatieplot";"VBI247158_2";"9120";"9120";"Binnen";"2015";183942,2;178179,8;;1;61,3330985915493;;2;70
"VBI";"VBI248132";248132;"Vegetatieplot";"VBI248132_1";"9120";"9120";"Buiten";"1999";189949,931856;179680,751856;;1;66,6438016528926;;1;100
"VBI";"VBI248132";248132;"Vegetatieplot";"VBI248132_2";"9120";"9120";"Buiten";"2014";189949,931856;179680,751856;;1;66,6438016528926;;2;100
"VBI";"VBI253145";253145;"Vegetatieplot";"VBI253145_1";"9120";"9120";"Buiten";"1999";210958,646856;188670,761856;;1;66,6438016528926;;1;100
"VBI";"VBI253145";253145;"Vegetatieplot";"VBI253145_2";"9120";"9120";"Buiten";"2010";210958,646856;188670,761856;;1;66,6438016528926;;2;100
"VBI";"VBI254103";254103;"Vegetatieplot";"VBI254103_1";"9120";"9120";"Binnen";"1997";224942,2;191679,8;;1;61,3330985915493;;1;100
"VBI";"VBI254103";254103;"Vegetatieplot";"VBI254103_2";"9120";"9120";"Binnen";"2015";224942,2;191679,8;;0,92;61,3330985915493;;2;100
"VBI";"VBI254110";254110;"Vegetatieplot";"VBI254110_2";"9120";"9120";"Binnen";"2015";223942,2;191179,8;;1;61,3330985915493;;2;100
"VBI";"VBI255063";255063;"Vegetatieplot";"VBI255063_2";"9120";"9120";"Binnen";"2012";200942,111856;184179,817856;;1;61,3330985915493;;2;100
"VBI";"VBI255068";255068;"Vegetatieplot";"VBI255068_1";"9120";"9120";"Buiten";"1998";197942,121856;183679,878856;;1;66,6438016528926;;1;100
"VBI";"VBI255068";255068;"Vegetatieplot";"VBI255068_2";"9120";"9120";"Buiten";"2013";197942,121856;183679,878856;;1;66,6438016528926;;2;100
"VBI";"VBI255105";255105;"Vegetatieplot";"VBI255105_2";"9120";"9120";"Buiten";"2013";194942,042856;181179,915856;;0,78;66,6438016528926;;2;100
"VBI";"VBI255148";255148;"Vegetatieplot";"VBI255148_2";"9120";"9120";"Buiten";"2013";197942,269856;178679,745856;;1;66,6438016528926;;2;70
"VBI";"VBI255148";255148;"Vegetatieplot";"VBI255148_1";"9120";"9120";"Buiten";"1999";197942,269856;178679,745856;;1;66,6438016528926;;1;70
"VBI";"VBI256110";256110;"Vegetatieplot";"VBI256110_2";"9120";"9120";"Buiten";"2010";207942,208856;181179,898856;;1;66,6438016528926;;2;70
"VBI";"VBI258061";258061;"Vegetatieplot";"VBI258061_2";"9120";"9120";"Buiten";"2015";222942,2;184179,8;;1;66,6438016528926;;2;70
"VBI";"VBI258071";258071;"Vegetatieplot";"VBI258071_2";"9120";"9120";"Buiten";"2015";224942,2;183679,8;;0,78;66,6438016528926;;2;100
"VBI";"VBI258071";258071;"Vegetatieplot";"VBI258071_1";"9120";"9120";"Buiten";"1999";224942,2;183679,8;;1;66,6438016528926;;1;100
"VBI";"VBI258076";258076;"Vegetatieplot";"VBI258076_2";"9120";"9120";"Binnen";"2016";221942,2;183179,8;;1;61,3330985915493;;2;100
"VBI";"VBI26148";26148;"Vegetatieplot";"VBI26148_1";"9120";"9120";"Buiten";"1998";173915,161856;238657,880856;;1;66,6438016528926;;1;100
"VBI";"VBI26148";26148;"Vegetatieplot";"VBI26148_2";"9120";"9120";"Buiten";"2010";173915,161856;238657,880856;;0,92;66,6438016528926;;2;100
"VBI";"VBI266112";266112;"Vegetatieplot";"VBI266112_2";"9120";"9120";"Binnen";"2013";241948,357856;181129,115856;;1;61,3330985915493;;2;100
"VBI";"VBI274006";274006;"Vegetatieplot";"VBI274006_2";"9120";"9120";"Binnen";"2014";31942,096856;177679,681856;;1;61,3330985915493;;2;100
"VBI";"VBI282096";282096;"Vegetatieplot";"VBI282096_2";"9120";"9120";"Buiten";"2012";49912,611856;172160,067856;;1;66,6438016528926;;2;70
"VBI";"VBI282112";282112;"Vegetatieplot";"VBI282112_2";"9120";"9120";"Binnen";"2012";49942,210856;171179,893856;;1;61,3330985915493;;2;100
"VBI";"VBI282150";282150;"Vegetatieplot";"VBI282150_1";"9120";"9120";"Binnen";"1999";47942,228856;168679,924856;;1;61,3330985915493;;1;100
"VBI";"VBI282150";282150;"Vegetatieplot";"VBI282150_2";"9120";"9120";"Binnen";"2012";47942,228856;168679,924856;;1;61,3330985915493;;2;100
"VBI";"VBI282151";282151;"Vegetatieplot";"VBI282151_2";"9120";"9120";"Binnen";"2012";48956,513856;168707,456856;;1;61,3330985915493;;2;70
"VBI";"VBI282151";282151;"Vegetatieplot";"VBI282151_1";"9120";"9120";"Binnen";"1999";48956,513856;168707,456856;;1;61,3330985915493;;1;70
"VBI";"VBI293064";293064;"Vegetatieplot";"VBI293064_2";"9120";"9120";"Buiten";"2011";89947,261856;174183,841856;;1;66,6438016528926;;2;100
"VBI";"VBI293069";293069;"Vegetatieplot";"VBI293069_1";"9120";"9120";"Buiten";"1998";86942,265856;173679,934856;;1;66,6438016528926;;1;100
"VBI";"VBI306081";306081;"Vegetatieplot";"VBI306081_2";"9120";"9120";"Binnen";"2015";106942,2;162679,8;;1;61,3330985915493;;2;70
"VBI";"VBI306081";306081;"Vegetatieplot";"VBI306081_1";"9120";"9120";"Binnen";"1998";106942,2;162679,8;;1;61,3330985915493;;1;70
"VBI";"VBI308023";308023;"Vegetatieplot";"VBI308023_2";"9120";"9120";"Binnen";"2011";128942,231856;166679,847856;;1;61,3330985915493;;2;100
"VBI";"VBI308023";308023;"Vegetatieplot";"VBI308023_1";"9120";"9120";"Binnen";"1998";128942,231856;166679,847856;;1;61,3330985915493;;1;100
"VBI";"VBI308093";308093;"Vegetatieplot";"VBI308093_2";"9120";"9120";"Buiten";"2011";126927,842856;162162,253856;;1;66,6438016528926;;2;100
"VBI";"VBI311074";311074;"Vegetatieplot";"VBI311074_2";"9120";"9120";"Binnen";"2010";131925,407856;173191,743856;;1;61,3330985915493;;2;100
"VBI";"VBI314072";314072;"Vegetatieplot";"VBI314072_2";"9120";"9120";"Buiten";"2012";161942,154856;173679,748856;;1;66,6438016528926;;2;100
"VBI";"VBI314079";314079;"Vegetatieplot";"VBI314079_2";"9120";"9120";"Buiten";"2012";160942,400856;173179,921856;;1;66,6438016528926;;2;100
"VBI";"VBI314080";314080;"Vegetatieplot";"VBI314080_2";"9120";"9120";"Buiten";"2012";161942,046856;173179,746856;;0,61;66,6438016528926;;2;100
"VBI";"VBI314092";314092;"Vegetatieplot";"VBI314092_2";"9120";"9120";"Buiten";"2013";157942,109856;172179,740856;;0,97;66,6438016528926;;2;100
"VBI";"VBI314151";314151;"Vegetatieplot";"VBI314151_1";"9120";"9120";"Buiten";"1997";160942,286856;168679,864856;;1;66,6438016528926;;1;100
"VBI";"VBI314151";314151;"Vegetatieplot";"VBI314151_2";"9120";"9120";"Buiten";"2012";160942,286856;168679,864856;;0,99;66,6438016528926;;2;100
"VBI";"VBI314152";314152;"Vegetatieplot";"VBI314152_2";"9120";"9120";"Buiten";"2012";161928,456856;168678,269856;;1;66,6438016528926;;2;100
"VBI";"VBI314152";314152;"Vegetatieplot";"VBI314152_1";"9120";"9120";"Buiten";"1997";161928,456856;168678,269856;;1;66,6438016528926;;1;100
"VBI";"VBI314159";314159;"Vegetatieplot";"VBI314159_2";"9120";"9120";"Buiten";"2012";160942,184856;168179,748856;;1;66,6438016528926;;2;100
"VBI";"VBI317088";317088;"Vegetatieplot";"VBI317088_2";"9120";"9120";"Binnen";"2014";153942,172856;162679,781856;;1;61,3330985915493;;2;100
"VBI";"VBI317090";317090;"Vegetatieplot";"VBI317090_2";"9120";"9120";"Buiten";"2015";147942,276856;162179,940856;;0,91;66,6438016528926;;2;100
"VBI";"VBI317095";317095;"Vegetatieplot";"VBI317095_2";"9120";"9120";"Binnen";"2014";152942,183856;162179,874856;;1;61,3330985915493;;2;100
"VBI";"VBI317102";317102;"Vegetatieplot";"VBI317102_2";"9120";"9120";"Binnen";"2014";151930,810856;161680,218856;;1;61,3330985915493;;2;100
"VBI";"VBI317102";317102;"Vegetatieplot";"VBI317102_1";"9120";"9120";"Binnen";"1997";151930,810856;161680,218856;;1;61,3330985915493;;1;100
"VBI";"VBI317103";317103;"Vegetatieplot";"VBI317103_2";"9120";"9120";"Binnen";"2014";152942,209856;161679,902856;;1;61,3330985915493;;2;100
"VBI";"VBI317103";317103;"Vegetatieplot";"VBI317103_1";"9120";"9120";"Binnen";"1997";152942,209856;161679,902856;;1;61,3330985915493;;1;100
"VBI";"VBI317104";317104;"Vegetatieplot";"VBI317104_2";"9120";"9120";"Binnen";"2014";153942,272856;161679,870856;;1;61,3330985915493;;2;100
"VBI";"VBI317104";317104;"Vegetatieplot";"VBI317104_1";"9120";"9120";"Binnen";"1997";153942,272856;161679,870856;;1;61,3330985915493;;1;100
"VBI";"VBI317105";317105;"Vegetatieplot";"VBI317105_2";"9120";"9120";"Buiten";"2015";146942,207856;161179,814856;;0,39;66,6438016528926;;2;100
"VBI";"VBI317106";317106;"Vegetatieplot";"VBI317106_2";"9120";"9120";"Buiten";"2015";147942,202856;161179,905856;;0,97;66,6438016528926;;2;80
"VBI";"VBI317111";317111;"Vegetatieplot";"VBI317111_2";"9120";"9120";"Binnen";"2014";152981,049856;161178,992856;;1;61,3330985915493;;2;70
"VBI";"VBI317112";317112;"Vegetatieplot";"VBI317112_2";"9120";"9120";"Binnen";"2014";153953,815856;161164,778856;;1;61,3330985915493;;2;100
"VBI";"VBI317119";317119;"Vegetatieplot";"VBI317119_2";"9120";"9120";"Binnen";"2014";152942,137856;160679,877856;;1;61,3330985915493;;2;100
"VBI";"VBI317120";317120;"Vegetatieplot";"VBI317120_2";"9120";"9120";"Binnen";"2014";153942,194856;160679,910856;;1;61,3330985915493;;2;100
"VBI";"VBI317120";317120;"Vegetatieplot";"VBI317120_1";"9120";"9120";"Binnen";"1997";153942,194856;160679,910856;;1;61,3330985915493;;1;100
"VBI";"VBI317126";317126;"Vegetatieplot";"VBI317126_2";"9120";"9120";"Binnen";"2014";151976,646856;160169,842856;;1;61,3330985915493;;2;100
"VBI";"VBI317127";317127;"Vegetatieplot";"VBI317127_2";"9120";"9120";"Binnen";"2014";152940,189856;160207,367856;;1;61,3330985915493;;2;100
"VBI";"VBI317128";317128;"Vegetatieplot";"VBI317128_2";"9120";"9120";"Binnen";"2014";153942,141856;160179,883856;;1;61,3330985915493;;2;100
"VBI";"VBI317135";317135;"Vegetatieplot";"VBI317135_1";"9120";"9120";"Binnen";"1997";152942,112856;159679,906856;;1;61,3330985915493;;1;100
"VBI";"VBI317135";317135;"Vegetatieplot";"VBI317135_2";"9120";"9120";"Binnen";"2014";152942,112856;159679,906856;;1;61,3330985915493;;2;100
"VBI";"VBI317136";317136;"Vegetatieplot";"VBI317136_2";"9120";"9120";"Binnen";"2014";153942,150856;159679,855856;;0,95;61,3330985915493;;2;100
"VBI";"VBI317136";317136;"Vegetatieplot";"VBI317136_1";"9120";"9120";"Binnen";"1997";153942,150856;159679,855856;;1;61,3330985915493;;1;100
"VBI";"VBI317143";317143;"Vegetatieplot";"VBI317143_2";"9120";"9120";"Binnen";"2014";152942,217856;159179,837856;;1;61,3330985915493;;2;100
"VBI";"VBI317144";317144;"Vegetatieplot";"VBI317144_2";"9120";"9120";"Binnen";"2014";153942,109856;159179,745856;;0,89;61,3330985915493;;2;100
"VBI";"VBI317155";317155;"Vegetatieplot";"VBI317155_2";"9120";"9120";"Buiten";"2015";148942,177856;158179,807856;;0,68;66,6438016528926;;2;70
"VBI";"VBI318004";318004;"Vegetatieplot";"VBI318004_2";"9120";"9120";"Buiten";"2013";157942,286856;167679,760856;;1;66,6438016528926;;2;100
"VBI";"VBI318004";318004;"Vegetatieplot";"VBI318004_1";"9120";"9120";"Buiten";"1997";157942,286856;167679,760856;;1;66,6438016528926;;1;100
"VBI";"VBI318011";318011;"Vegetatieplot";"VBI318011_2";"9120";"9120";"Binnen";"2013";156942,144856;167179,762856;;0,96;61,3330985915493;;2;100
"VBI";"VBI318012";318012;"Vegetatieplot";"VBI318012_2";"9120";"9120";"Binnen";"2013";157942,164856;167179,848856;;0,9;61,3330985915493;;2;100
"VBI";"VBI318015";318015;"Vegetatieplot";"VBI318015_2";"9120";"9120";"Binnen";"2012";160942,225856;167179,806856;;1;61,3330985915493;;2;100
"VBI";"VBI318019";318019;"Vegetatieplot";"VBI318019_2";"9120";"9120";"Binnen";"2013";156942,025856;166679,873856;;0,93;61,3330985915493;;2;100
"VBI";"VBI318019";318019;"Vegetatieplot";"VBI318019_1";"9120";"9120";"Binnen";"1997";156942,025856;166679,873856;;1;61,3330985915493;;1;100
"VBI";"VBI318022";318022;"Vegetatieplot";"VBI318022_1";"9120";"9120";"Binnen";"1997";159959,168856;166692,616856;;1;61,3330985915493;;1;100
"VBI";"VBI318022";318022;"Vegetatieplot";"VBI318022_2";"9120";"9120";"Binnen";"2012";159959,168856;166692,616856;;1;61,3330985915493;;2;100
"VBI";"VBI318027";318027;"Vegetatieplot";"VBI318027_2";"9120";"9120";"Binnen";"2013";156945,141856;166157,781856;;1;61,3330985915493;;2;100
"VBI";"VBI318028";318028;"Vegetatieplot";"VBI318028_2";"9120";"9120";"Binnen";"2013";157942,151856;166179,798856;;1;61,3330985915493;;2;100
"VBI";"VBI318029";318029;"Vegetatieplot";"VBI318029_2";"9120";"9120";"Binnen";"2012";158942,098856;166179,634856;;1;61,3330985915493;;2;70
"VBI";"VBI318030";318030;"Vegetatieplot";"VBI318030_2";"9120";"9120";"Binnen";"2012";159942,074856;166179,878856;;0,93;61,3330985915493;;2;100
"VBI";"VBI318035";318035;"Vegetatieplot";"VBI318035_2";"9120";"9120";"Binnen";"2013";156942,193856;165679,652856;;1;61,3330985915493;;2;100
"VBI";"VBI318035";318035;"Vegetatieplot";"VBI318035_1";"9120";"9120";"Binnen";"1997";156942,193856;165679,652856;;1;61,3330985915493;;1;100
"VBI";"VBI318036";318036;"Vegetatieplot";"VBI318036_2";"9120";"9120";"Binnen";"2013";157942,206856;165679,744856;;1;61,3330985915493;;2;100
"VBI";"VBI318037";318037;"Vegetatieplot";"VBI318037_2";"9120";"9120";"Binnen";"2012";158942,109856;165679,784856;;1;61,3330985915493;;2;100
"VBI";"VBI318038";318038;"Vegetatieplot";"VBI318038_2";"9120";"9120";"Binnen";"2012";159942,095856;165679,851856;;1;61,3330985915493;;2;100
"VBI";"VBI318038";318038;"Vegetatieplot";"VBI318038_1";"9120";"9120";"Binnen";"1997";159942,095856;165679,851856;;1;61,3330985915493;;1;100
"VBI";"VBI318039";318039;"Vegetatieplot";"VBI318039_2";"9120";"9120";"Binnen";"2012";160965,736856;165662,110856;;1;61,3330985915493;;2;100
"VBI";"VBI318039";318039;"Vegetatieplot";"VBI318039_1";"9120";"9120";"Binnen";"1999";160965,736856;165662,110856;;1;61,3330985915493;;1;100
"VBI";"VBI318044";318044;"Vegetatieplot";"VBI318044_2";"9120";"9120";"Binnen";"2013";157942,105856;165179,947856;;1;61,3330985915493;;2;100
"VBI";"VBI318077";318077;"Vegetatieplot";"VBI318077_2";"9120";"9120";"Buiten";"2012";158942,161856;163179,881856;;1;66,6438016528926;;2;100
"VBI";"VBI318081";318081;"Vegetatieplot";"VBI318081_2";"9120";"9120";"Binnen";"2013";154942,343856;162679,810856;;1;61,3330985915493;;2;100
"VBI";"VBI318081";318081;"Vegetatieplot";"VBI318081_1";"9120";"9120";"Binnen";"1997";154942,343856;162679,810856;;1;61,3330985915493;;1;100
"VBI";"VBI318082";318082;"Vegetatieplot";"VBI318082_2";"9120";"9120";"Binnen";"2013";155942,166856;162679,858856;;1;61,3330985915493;;2;100
"VBI";"VBI318082";318082;"Vegetatieplot";"VBI318082_1";"9120";"9120";"Binnen";"1997";155942,166856;162679,858856;;1;61,3330985915493;;1;100
"VBI";"VBI318089";318089;"Vegetatieplot";"VBI318089_2";"9120";"9120";"Binnen";"2013";154942,124856;162179,787856;;1;61,3330985915493;;2;100
"VBI";"VBI318090";318090;"Vegetatieplot";"VBI318090_2";"9120";"9120";"Binnen";"2013";155942,159856;162179,840856;;1;61,3330985915493;;2;100
"VBI";"VBI318092";318092;"Vegetatieplot";"VBI318092_2";"9120";"9120";"Buiten";"2013";157942,276856;162180,017856;;1;66,6438016528926;;2;100
"VBI";"VBI318097";318097;"Vegetatieplot";"VBI318097_1";"9120";"9120";"Binnen";"1997";154942,234856;161679,847856;;1;61,3330985915493;;1;100
"VBI";"VBI318097";318097;"Vegetatieplot";"VBI318097_2";"9120";"9120";"Binnen";"2013";154942,234856;161679,847856;;1;61,3330985915493;;2;100
"VBI";"VBI318103";318103;"Vegetatieplot";"VBI318103_2";"9120";"9120";"Buiten";"2012";160942,279856;161679,924856;;1;66,6438016528926;;2;100
"VBI";"VBI318103";318103;"Vegetatieplot";"VBI318103_1";"9120";"9120";"Buiten";"1999";160942,279856;161679,924856;;1;66,6438016528926;;1;100
"VBI";"VBI318106";318106;"Vegetatieplot";"VBI318106_2";"9120";"9120";"Buiten";"2013";155942,220856;161179,684856;;0,64;66,6438016528926;;2;100
"VBI";"VBI318114";318114;"Vegetatieplot";"VBI318114_2";"9120";"9120";"Binnen";"2013";155942,249856;160679,868856;;1;61,3330985915493;;2;100
"VBI";"VBI318114";318114;"Vegetatieplot";"VBI318114_1";"9120";"9120";"Binnen";"1997";155942,249856;160679,868856;;1;61,3330985915493;;1;100
"VBI";"VBI318121";318121;"Vegetatieplot";"VBI318121_2";"9120";"9120";"Binnen";"2013";154942,109856;160179,787856;;1;61,3330985915493;;2;100
"VBI";"VBI318122";318122;"Vegetatieplot";"VBI318122_2";"9120";"9120";"Binnen";"2013";155942,185856;160179,861856;;1;61,3330985915493;;2;100
"VBI";"VBI318129";318129;"Vegetatieplot";"VBI318129_2";"9120";"9120";"Binnen";"2013";154942,336856;159679,810856;;0,95;61,3330985915493;;2;100
"VBI";"VBI318137";318137;"Vegetatieplot";"VBI318137_2";"9120";"9120";"Binnen";"2013";154942,123856;159179,818856;;1;61,3330985915493;;2;100
"VBI";"VBI321049";321049;"Vegetatieplot";"VBI321049_1";"9120";"9120";"Binnen";"1999";162942,336856;174679,930856;;1;61,3330985915493;;1;100
"VBI";"VBI321049";321049;"Vegetatieplot";"VBI321049_2";"9120";"9120";"Binnen";"2011";162942,336856;174679,930856;;1;61,3330985915493;;2;100
"VBI";"VBI321053";321053;"Vegetatieplot";"VBI321053_1";"9120";"9120";"Binnen";"1999";166972,210856;174681,731856;;1;61,3330985915493;;1;100
"VBI";"VBI321053";321053;"Vegetatieplot";"VBI321053_2";"9120";"9120";"Binnen";"2011";166972,210856;174681,731856;;1;61,3330985915493;;2;100
