"plot_id";"Kenmerk";"Waarde";"Type"
"279478";"Sphagnumlayer";0;"Percentage"
"3026";"Brushwood";1;"Percentage"
"3026";"Calluna_phase_climax";0;"Percentage"
"3026";"Calluna_phase_degen";1,5;"Percentage"
"3026";"Calluna_phase_devel";0;"Percentage"
"3026";"Calluna_phase_pioneer";0;"Percentage"
"3026";"Campylopus_introflexus";0;"Percentage"
"3026";"Herbs";87,5;"Percentage"
"3026";"LowShrublayer";1,5;"Percentage"
"3026";"Pioneer_Coryn_Aira";0;"Percentage"
"3026";"Pioneer_Lichenen";0;"Percentage"
"3026";"Pioneer_Mos";0;"Percentage"
"3026";"Pioneer_phase_open_soil";0;"Percentage"
"3026";"Shrub_and_Treelayer_18m";1;"Percentage"
"3026";"Sphagnumlayer";0;"Percentage"
"33502";"Brushwood";0;"Percentage"
"33502";"Calluna_phase_climax";0;"Percentage"
"33502";"Calluna_phase_degen";0;"Percentage"
"33502";"Calluna_phase_devel";1;"Percentage"
"33502";"Calluna_phase_pioneer";1;"Percentage"
"33502";"Campylopus_introflexus";0,5;"Percentage"
"33502";"Herbs";80;"Percentage"
"33502";"LowShrublayer";1,5;"Percentage"
"33502";"Pioneer_Coryn_Aira";0;"Percentage"
"33502";"Pioneer_Lichenen";0;"Percentage"
"33502";"Pioneer_Mos";0;"Percentage"
"33502";"Pioneer_phase_open_soil";0;"Percentage"
"33502";"Shrub_and_Treelayer_18m";0;"Percentage"
"33502";"Sphagnumlayer";0,1;"Percentage"
"35090";"Brushwood";0;"Percentage"
"35090";"Calluna_phase_climax";0;"Percentage"
"35090";"Calluna_phase_degen";0;"Percentage"
"35090";"Calluna_phase_devel";62,5;"Percentage"
"35090";"Calluna_phase_pioneer";0;"Percentage"
"35090";"Campylopus_introflexus";0;"Percentage"
"35090";"Herbs";62,5;"Percentage"
"35090";"LowShrublayer";0;"Percentage"
"35090";"Pioneer_Coryn_Aira";0;"Percentage"
"35090";"Pioneer_Lichenen";0;"Percentage"
"35090";"Pioneer_Mos";1;"Percentage"
"35090";"Pioneer_phase_open_soil";0;"Percentage"
"35090";"Shrub_and_Treelayer_18m";15;"Percentage"
"35090";"Sphagnumlayer";0;"Percentage"
"37330";"Brushwood";0;"Percentage"
"37330";"Calluna_phase_climax";0;"Percentage"
"37330";"Calluna_phase_degen";0;"Percentage"
"37330";"Calluna_phase_devel";1;"Percentage"
"37330";"Calluna_phase_pioneer";1,5;"Percentage"
"37330";"Campylopus_introflexus";0;"Percentage"
"37330";"Herbs";3;"Percentage"
"37330";"LowShrublayer";1,5;"Percentage"
"37330";"Pioneer_Coryn_Aira";0;"Percentage"
"37330";"Pioneer_Lichenen";0;"Percentage"
"37330";"Pioneer_Mos";1;"Percentage"
"37330";"Pioneer_phase_open_soil";62,5;"Percentage"
"37330";"Shrub_and_Treelayer_18m";2;"Percentage"
"37330";"Sphagnumlayer";0;"Percentage"
"42934";"Brushwood";62,5;"Percentage"
"42934";"Calluna_phase_climax";0;"Percentage"
"42934";"Calluna_phase_degen";0;"Percentage"
"42934";"Calluna_phase_devel";1;"Percentage"
"42934";"Calluna_phase_pioneer";1;"Percentage"
"42934";"Campylopus_introflexus";1;"Percentage"
"42934";"Herbs";87,5;"Percentage"
"42934";"LowShrublayer";1;"Percentage"
"42934";"Pioneer_Coryn_Aira";0;"Percentage"
"42934";"Pioneer_Lichenen";1,5;"Percentage"
"42934";"Pioneer_Mos";87,5;"Percentage"
"42934";"Pioneer_phase_open_soil";0;"Percentage"
"42934";"Shrub_and_Treelayer_18m";28;"Percentage"
"42934";"Sphagnumlayer";0;"Percentage"
"43230";"Brushwood";0;"Percentage"
"43230";"Calluna_phase_climax";0;"Percentage"
"43230";"Calluna_phase_degen";0;"Percentage"
"43230";"Calluna_phase_devel";1;"Percentage"
"43230";"Calluna_phase_pioneer";1;"Percentage"
"43230";"Campylopus_introflexus";0;"Percentage"
"43230";"Herbs";85;"Percentage"
"43230";"LowShrublayer";87,5;"Percentage"
"43230";"Pioneer_Coryn_Aira";0;"Percentage"
"43230";"Pioneer_Lichenen";0;"Percentage"
"43230";"Pioneer_Mos";0;"Percentage"
"43230";"Pioneer_phase_open_soil";0;"Percentage"
"43230";"Shrub_and_Treelayer_18m";0,1;"Percentage"
"43230";"Sphagnumlayer";0,1;"Percentage"
"46006";"Brushwood";0;"Percentage"
"46006";"Calluna_phase_climax";1;"Percentage"
"46006";"Calluna_phase_degen";0;"Percentage"
"46006";"Calluna_phase_devel";87,5;"Percentage"
"46006";"Calluna_phase_pioneer";1;"Percentage"
"46006";"Campylopus_introflexus";0;"Percentage"
"46006";"Herbs";3;"Percentage"
"46006";"LowShrublayer";0;"Percentage"
"46006";"Pioneer_Coryn_Aira";0;"Percentage"
"46006";"Pioneer_Lichenen";1,5;"Percentage"
"46006";"Pioneer_Mos";1;"Percentage"
"46006";"Pioneer_phase_open_soil";27,5;"Percentage"
"46006";"Shrub_and_Treelayer_18m";1;"Percentage"
"46006";"Sphagnumlayer";0;"Percentage"
"492470";"Brushwood";0;"Percentage"
"492470";"Calluna_phase_climax";62,5;"Percentage"
"492470";"Calluna_phase_degen";1,5;"Percentage"
"492470";"Calluna_phase_devel";3;"Percentage"
"492470";"Calluna_phase_pioneer";1,5;"Percentage"
"492470";"Campylopus_introflexus";0;"Percentage"
"492470";"Herbs";62,5;"Percentage"
"492470";"LowShrublayer";62,5;"Percentage"
"492470";"Pioneer_Coryn_Aira";1;"Percentage"
"492470";"Pioneer_Lichenen";1;"Percentage"
"492470";"Pioneer_Mos";1,5;"Percentage"
"492470";"Pioneer_phase_open_soil";1;"Percentage"
"492470";"Shrub_and_Treelayer_18m";10;"Percentage"
"492470";"Sphagnumlayer";0;"Percentage"
"54482";"Brushwood";0;"Percentage"
"54482";"Calluna_phase_climax";27,5;"Percentage"
"54482";"Calluna_phase_degen";0;"Percentage"
"54482";"Calluna_phase_devel";1,5;"Percentage"
"54482";"Calluna_phase_pioneer";0;"Percentage"
"54482";"Campylopus_introflexus";0;"Percentage"
"54482";"Herbs";87,5;"Percentage"
"54482";"LowShrublayer";1,5;"Percentage"
"54482";"Pioneer_Coryn_Aira";0;"Percentage"
"54482";"Pioneer_Lichenen";1;"Percentage"
"54482";"Pioneer_Mos";27,5;"Percentage"
"54482";"Pioneer_phase_open_soil";1,5;"Percentage"
"54482";"Shrub_and_Treelayer_18m";0;"Percentage"
"54482";"Sphagnumlayer";0;"Percentage"
"54994";"Brushwood";0;"Percentage"
"54994";"Calluna_phase_climax";87,5;"Percentage"
"54994";"Calluna_phase_degen";0;"Percentage"
"54994";"Calluna_phase_devel";1;"Percentage"
"54994";"Calluna_phase_pioneer";0;"Percentage"
"54994";"Campylopus_introflexus";1;"Percentage"
"54994";"Herbs";1;"Percentage"
"54994";"LowShrublayer";87,5;"Percentage"
"54994";"Pioneer_Coryn_Aira";0;"Percentage"
"54994";"Pioneer_Lichenen";1;"Percentage"
"54994";"Pioneer_Mos";1;"Percentage"
"54994";"Pioneer_phase_open_soil";1;"Percentage"
"54994";"Shrub_and_Treelayer_18m";95;"Percentage"
"54994";"Sphagnumlayer";0;"Percentage"
"65234";"Brushwood";0;"Percentage"
"65234";"Calluna_phase_climax";0;"Percentage"
"65234";"Calluna_phase_degen";0;"Percentage"
"65234";"Calluna_phase_devel";0;"Percentage"
"65234";"Calluna_phase_pioneer";0;"Percentage"
"65234";"Campylopus_introflexus";0;"Percentage"
"65234";"Herbs";87,5;"Percentage"
"65234";"LowShrublayer";1;"Percentage"
"65234";"Pioneer_Coryn_Aira";0;"Percentage"
"65234";"Pioneer_Lichenen";0;"Percentage"
"65234";"Pioneer_Mos";0;"Percentage"
"65234";"Pioneer_phase_open_soil";0;"Percentage"
"65234";"Shrub_and_Treelayer_18m";1;"Percentage"
"65234";"Sphagnumlayer";0;"Percentage"
"65522";"Brushwood";0;"Percentage"
"65522";"Calluna_phase_climax";62,5;"Percentage"
"65522";"Calluna_phase_degen";0;"Percentage"
"65522";"Calluna_phase_devel";1,5;"Percentage"
"65522";"Calluna_phase_pioneer";1;"Percentage"
"65522";"Campylopus_introflexus";0;"Percentage"
"65522";"Herbs";87,5;"Percentage"
"65522";"LowShrublayer";87,5;"Percentage"
"65522";"Pioneer_Coryn_Aira";0;"Percentage"
"65522";"Pioneer_Lichenen";0;"Percentage"
"65522";"Pioneer_Mos";0;"Percentage"
"65522";"Pioneer_phase_open_soil";0;"Percentage"
"65522";"Shrub_and_Treelayer_18m";1;"Percentage"
"65522";"Sphagnumlayer";0;"Percentage"
"71902";"Brushwood";0;"Percentage"
"71902";"Calluna_phase_climax";0;"Percentage"
"71902";"Calluna_phase_degen";0;"Percentage"
"71902";"Calluna_phase_devel";0;"Percentage"
"71902";"Calluna_phase_pioneer";0;"Percentage"
"71902";"Campylopus_introflexus";0;"Percentage"
"71902";"Herbs";85;"Percentage"
"71902";"LowShrublayer";27,5;"Percentage"
"71902";"Pioneer_Coryn_Aira";0;"Percentage"
"71902";"Pioneer_Lichenen";0;"Percentage"
"71902";"Pioneer_Mos";0;"Percentage"
"71902";"Pioneer_phase_open_soil";0;"Percentage"
"71902";"Shrub_and_Treelayer_18m";1;"Percentage"
"71902";"Sphagnumlayer";1;"Percentage"
"734";"Brushwood";0;"Percentage"
"734";"Calluna_phase_climax";1;"Percentage"
"734";"Calluna_phase_degen";0;"Percentage"
"734";"Calluna_phase_devel";3;"Percentage"
"734";"Calluna_phase_pioneer";1;"Percentage"
"734";"Campylopus_introflexus";0,1;"Percentage"
"734";"Herbs";42;"Percentage"
"734";"LowShrublayer";87,5;"Percentage"
"734";"Pioneer_Coryn_Aira";0;"Percentage"
"734";"Pioneer_Lichenen";0;"Percentage"
"734";"Pioneer_Mos";0;"Percentage"
"734";"Pioneer_phase_open_soil";0;"Percentage"
"734";"Shrub_and_Treelayer_18m";0;"Percentage"
"734";"Sphagnumlayer";5;"Percentage"
"75474";"Brushwood";1;"Percentage"
"75474";"Calluna_phase_climax";87,5;"Percentage"
"75474";"Calluna_phase_degen";1;"Percentage"
"75474";"Calluna_phase_devel";1;"Percentage"
"75474";"Calluna_phase_pioneer";1;"Percentage"
"75474";"Campylopus_introflexus";1;"Percentage"
"75474";"Herbs";3;"Percentage"
"75474";"LowShrublayer";87,5;"Percentage"
"75474";"Pioneer_Coryn_Aira";0;"Percentage"
"75474";"Pioneer_Lichenen";1;"Percentage"
"75474";"Pioneer_Mos";1;"Percentage"
"75474";"Pioneer_phase_open_soil";1;"Percentage"
"75474";"Shrub_and_Treelayer_18m";15;"Percentage"
"75474";"Sphagnumlayer";0;"Percentage"
"76242";"Brushwood";1;"Percentage"
"76242";"Calluna_phase_climax";1;"Percentage"
"76242";"Calluna_phase_degen";1;"Percentage"
"76242";"Calluna_phase_devel";1;"Percentage"
"76242";"Calluna_phase_pioneer";27,5;"Percentage"
"76242";"Campylopus_introflexus";0;"Percentage"
"76242";"Herbs";87,5;"Percentage"
"76242";"LowShrublayer";0;"Percentage"
"76242";"Pioneer_Coryn_Aira";0;"Percentage"
"76242";"Pioneer_Lichenen";0;"Percentage"
"76242";"Pioneer_Mos";1,5;"Percentage"
"76242";"Pioneer_phase_open_soil";1,5;"Percentage"
"76242";"Shrub_and_Treelayer_18m";1;"Percentage"
"76242";"Sphagnumlayer";0;"Percentage"
"77394";"Brushwood";0;"Percentage"
"77394";"Calluna_phase_climax";87,5;"Percentage"
"77394";"Calluna_phase_degen";0;"Percentage"
"77394";"Calluna_phase_devel";27,5;"Percentage"
"77394";"Calluna_phase_pioneer";0;"Percentage"
"77394";"Campylopus_introflexus";3;"Percentage"
"77394";"Herbs";27,5;"Percentage"
"77394";"LowShrublayer";87,5;"Percentage"
"77394";"Pioneer_Coryn_Aira";0;"Percentage"
"77394";"Pioneer_Lichenen";0;"Percentage"
"77394";"Pioneer_Mos";0;"Percentage"
"77394";"Pioneer_phase_open_soil";0;"Percentage"
"77394";"Shrub_and_Treelayer_18m";0;"Percentage"
"77394";"Sphagnumlayer";0;"Percentage"
"87250";"Brushwood";0;"Percentage"
"87250";"Calluna_phase_climax";0;"Percentage"
"87250";"Calluna_phase_degen";27,5;"Percentage"
"87250";"Calluna_phase_devel";0;"Percentage"
"87250";"Calluna_phase_pioneer";0;"Percentage"
"87250";"Campylopus_introflexus";0,1;"Percentage"
"87250";"Herbs";0,1;"Percentage"
"87250";"LowShrublayer";27,5;"Percentage"
"87250";"Pioneer_Coryn_Aira";0;"Percentage"
"87250";"Pioneer_Lichenen";0,1;"Percentage"
"87250";"Pioneer_Mos";0;"Percentage"
"87250";"Pioneer_phase_open_soil";0;"Percentage"
"87250";"Shrub_and_Treelayer_18m";0;"Percentage"
"87250";"Sphagnumlayer";0;"Percentage"
"8786";"Brushwood";0;"Percentage"
"8786";"Calluna_phase_climax";0;"Percentage"
"8786";"Calluna_phase_degen";1;"Percentage"
"8786";"Calluna_phase_devel";0;"Percentage"
"8786";"Calluna_phase_pioneer";0;"Percentage"
"8786";"Campylopus_introflexus";0;"Percentage"
"8786";"Herbs";3;"Percentage"
"8786";"LowShrublayer";1;"Percentage"
"8786";"Pioneer_Coryn_Aira";0;"Percentage"
"8786";"Pioneer_Lichenen";0;"Percentage"
"8786";"Pioneer_Mos";0;"Percentage"
"8786";"Pioneer_phase_open_soil";1;"Percentage"
"8786";"Shrub_and_Treelayer_18m";90;"Percentage"
"8786";"Sphagnumlayer";0;"Percentage"
"91122";"Brushwood";0,1;"Percentage"
"91122";"Calluna_phase_climax";1;"Percentage"
"91122";"Calluna_phase_degen";0;"Percentage"
"91122";"Calluna_phase_devel";1;"Percentage"
"91122";"Calluna_phase_pioneer";1;"Percentage"
"91122";"Campylopus_introflexus";0;"Percentage"
"91122";"Herbs";100;"Percentage"
"91122";"LowShrublayer";1;"Percentage"
"91122";"Pioneer_Coryn_Aira";0;"Percentage"
"91122";"Pioneer_Lichenen";0;"Percentage"
"91122";"Pioneer_Mos";0;"Percentage"
"91122";"Pioneer_phase_open_soil";0;"Percentage"
"91122";"Shrub_and_Treelayer_18m";0;"Percentage"
"91122";"Sphagnumlayer";0;"Percentage"
"92382";"Brushwood";0;"Percentage"
"92382";"Calluna_phase_climax";0;"Percentage"
"92382";"Calluna_phase_degen";0;"Percentage"
"92382";"Calluna_phase_devel";1;"Percentage"
"92382";"Calluna_phase_pioneer";3;"Percentage"
"92382";"Campylopus_introflexus";1;"Percentage"
"92382";"Herbs";70;"Percentage"
"92382";"LowShrublayer";3;"Percentage"
"92382";"Pioneer_Coryn_Aira";0;"Percentage"
"92382";"Pioneer_Lichenen";0;"Percentage"
"92382";"Pioneer_Mos";0;"Percentage"
"92382";"Pioneer_phase_open_soil";0;"Percentage"
"92382";"Shrub_and_Treelayer_18m";30;"Percentage"
"92382";"Sphagnumlayer";0;"Percentage"
