"Meetnet";"ID";"IDPlots";"Jaar";"Habitattype";"Habitatsubtype";"Versie";"SBZH";"DatasetToestand";"PlotWeightToestand";"StratumWeightToestand";"WeightCombToestand";"DatasetTrend";"PlotWeightTrend";"StratumWeightTrend";"WeightCombTrend";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek";"Index";"Index_zb"
"PINK";"IV2017100113000013";"bd_14";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,017;0,933
"PINK";"IV2017100113000013";"bd_14";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,207;0,622
"PINK";"IV2017100113000018";"be_03";2008;2190;"2190";"Versie 2.0";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;2;5;1;40;0;-0,027;0,433
"PINK";"IV2017100113000018";"be_03";2008;2190;"2190";"Versie 3";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;3;5;1;60;0;0,081;0,136
"PINK";"IV2017100113000019";"be_03";2014;2190;"2190";"Versie 2.0";"Binnen";TRUE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;2;5;1;40;0;-0,007;0,483
"PINK";"IV2017100113000019";"be_03";2014;2190;"2190";"Versie 3";"Binnen";TRUE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;3;5;1;60;0;0,101;0,169
"PINK";"IV2017100113000022";"bh_02";2008;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,019;0,885
"PINK";"IV2017100113000022";"bh_02";2008;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,18;0,568
"PINK";"IV2017100113000023";"bh_02";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,004;0,824
"PINK";"IV2017100113000023";"bh_02";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,166;0,526
"PINK";"IV2017100113000024";"bh_03";2008;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,019;0,883
"PINK";"IV2017100113000024";"bh_03";2008;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,199;0,589
"PINK";"IV2017100113000025";"bh_03";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;8;0;75;1;0,206;0,833
"PINK";"IV2017100113000025";"bh_03";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,219;0,556
"PINK";"IV2017100113000026";"bh_04";2008;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,138;0,448
"PINK";"IV2017100113000026";"bh_04";2008;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,088;0,299
"PINK";"IV2017100113000027";"bh_04";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;8;0;75;1;0,289;0,771
"PINK";"IV2017100113000027";"bh_04";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;7;9;0;77,7777777777778;1;0,356;0,514
"PINK";"IV2017100113000028";"bh_05";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,204;0,983
"PINK";"IV2017100113000028";"bh_05";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,25;0,656
"PINK";"IV2017100113000029";"bh_05";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;8;0;75;1;0,212;0,803
"PINK";"IV2017100113000029";"bh_05";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,23;0,536
"PINK";"IV2017100113000030";"bh_06";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;8;0;75;1;0,265;0,983
"PINK";"IV2017100113000030";"bh_06";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,255;0,656
"PINK";"IV2017100113000031";"bh_06";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,151;0,967
"PINK";"IV2017100113000031";"bh_06";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,226;0,645
"PINK";"IV2017100113000032";"ca_01";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,424;1
"PINK";"IV2017100113000032";"ca_01";2009;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,362;0,75
"PINK";"IV2017100113000033";"ca_01";2012;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,414;0,989
"PINK";"IV2017100113000033";"ca_01";2012;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,338;0,725
"PINK";"IV2017100113000034";"ca_01";2015;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,404;0,978
"PINK";"IV2017100113000034";"ca_01";2015;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;0;62,5;1;0,221;0,733
"PINK";"IV2017100113000035";"ca_02";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,587;0,945
"PINK";"IV2017100113000035";"ca_02";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,367;0,709
"PINK";"IV2017100113000036";"ca_02";2012;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,568;0,857
"PINK";"IV2017100113000036";"ca_02";2012;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,334;0,643
"PINK";"IV2017100113000037";"ca_03";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;0;85,7142857142857;1;0,55;0,779
"PINK";"IV2017100113000037";"ca_03";2009;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,306;0,568
"PINK";"IV2017100113000038";"ca_03";2012;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;0;85,7142857142857;1;0,634;0,845
"PINK";"IV2017100113000038";"ca_03";2012;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,371;0,633
"PINK";"IV2017100113000040";"ca_05";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;4;7;1;57,1428571428571;0;0,45;0,663
"PINK";"IV2017100113000040";"ca_05";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,261;0,498
"PINK";"IV2017100113000041";"ca_05";2014;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;0;85,7142857142857;1;0,599;0,889
"PINK";"IV2017100113000041";"ca_05";2014;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,343;0,667
"PINK";"IV2017100113000043";"ca_07";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;4;7;1;57,1428571428571;0;0,308;0,464
"PINK";"IV2017100113000043";"ca_07";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,179;0,348
"PINK";"IV2017100113000044";"ca_07";2012;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,655;0,857
"PINK";"IV2017100113000044";"ca_07";2012;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,345;0,643
"PINK";"IV2017100113000045";"ca_08";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,751;0,889
"PINK";"IV2017100113000045";"ca_08";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,485;0,667
"PINK";"IV2017100113000046";"ca_08";2012;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,793;0,956
"PINK";"IV2017100113000046";"ca_08";2012;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;8;0;87,5;1;0,536;0,717
"PINK";"IV2017100113000047";"ca_09";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;4;7;1;57,1428571428571;0;0,351;0,52
"PINK";"IV2017100113000047";"ca_09";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,21;0,39
"PINK";"IV2017100113000048";"ca_09";2014;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,679;0,867
"PINK";"IV2017100113000048";"ca_09";2014;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,37;0,65
"PINK";"IV2017100113000049";"ca_10";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;1;85,7142857142857;0;0,54;0,571
"PINK";"IV2017100113000049";"ca_10";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,248;0,429
"PINK";"IV2017100113000050";"ca_10";2014;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;1;85,7142857142857;0;0,564;0,63
"PINK";"IV2017100113000050";"ca_10";2014;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,246;0,472
"PINK";"IV2017100113000051";"ca_11";2008;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;1;85,7142857142857;0;0,594;0,511
"PINK";"IV2017100113000051";"ca_11";2008;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,302;0,383
"PINK";"IV2017100113000052";"ca_11";2014;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;1;85,7142857142857;0;0,546;0,478
"PINK";"IV2017100113000052";"ca_11";2014;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,269;0,358
"PINK";"IV2017100113000054";"ca_13";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;4;7;1;57,1428571428571;0;0,392;0,66
"PINK";"IV2017100113000054";"ca_13";2009;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;8;1;62,5;0;0,255;0,495
"PINK";"IV2017100113000055";"ca_13";2014;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,623;0,736
"PINK";"IV2017100113000055";"ca_13";2014;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,311;0,552
"PINK";"IV2017100113000058";"ca_15";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,594;1
"PINK";"IV2017100113000058";"ca_15";2009;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,399;0,75
"PINK";"IV2017100113000059";"ca_15";2013;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,594;1
"PINK";"IV2017100113000059";"ca_15";2013;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,418;0,75
"PINK";"IV2017100113000060";"dh_01";2009;2190;"2190";"Versie 2.0";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;3;5;0;60;1;0,012;0,529
"PINK";"IV2017100113000060";"dh_01";2009;2190;"2190";"Versie 3";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;3;5;1;60;0;0,212;0,353
"PINK";"IV2017100113000061";"dh_01";2013;2190;"2190";"Versie 2.0";"Binnen";TRUE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;2;5;0;40;0;-0,219;0,488
"PINK";"IV2017100113000061";"dh_01";2013;2190;"2190";"Versie 3";"Binnen";TRUE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;2;5;1;40;0;-0,042;0,356
"PINK";"IV2017100113000062";"dh_02";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,476;0,989
"PINK";"IV2017100113000062";"dh_02";2009;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,353;0,725
"PINK";"IV2017100113000063";"dh_02";2013;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,429;1
"PINK";"IV2017100113000063";"dh_02";2013;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,375;0,75
"PINK";"IV2017100113000064";"dh_03";2007;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,481;0,867
"PINK";"IV2017100113000064";"dh_03";2007;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,332;0,65
"PINK";"IV2017100113000065";"dh_03";2013;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,538;0,956
"PINK";"IV2017100113000065";"dh_03";2013;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,368;0,717
"PINK";"IV2017100113000066";"dh_04";2007;2190;"2190";"Versie 2.0";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;3;5;0;60;1;0,093;0,733
"PINK";"IV2017100113000066";"dh_04";2007;2190;"2190";"Versie 3";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;4;5;0;80;1;0,292;0,487
"PINK";"IV2017100113000067";"dh_04";2013;2190;"2190";"Versie 2.0";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;3;5;0;60;1;-0,023;0,493
"PINK";"IV2017100113000067";"dh_04";2013;2190;"2190";"Versie 3";"Binnen";FALSE;1;1,41470588235294;1,41470588235294;TRUE;1;1,924;1,924;4;5;0;80;1;0,136;0,326
"PINK";"IV2017100113000068";"dh_05";2007;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,489;0,76
"PINK";"IV2017100113000068";"dh_05";2007;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,295;0,57
"PINK";"IV2017100113000069";"dh_05";2013;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,666;0,857
"PINK";"IV2017100113000069";"dh_05";2013;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,352;0,643
"PINK";"IV2017100113000070";"dh_06";2007;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,765;0,889
"PINK";"IV2017100113000070";"dh_06";2007;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;8;0;87,5;1;0,511;0,667
"PINK";"IV2017100113000071";"dh_06";2013;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,705;0,856
"PINK";"IV2017100113000071";"dh_06";2013;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,411;0,642
"PINK";"IV2017100113000072";"dh_07";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,701;0,967
"PINK";"IV2017100113000072";"dh_07";2009;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,384;0,725
"PINK";"IV2017100113000073";"dh_07";2014;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,443;0,912
"PINK";"IV2017100113000073";"dh_07";2014;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,337;0,684
"PINK";"IV2017100113000074";"dh_08";2009;2160;"2160";"Versie 2.0";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;5;0;60;1;0,293;1
"PINK";"IV2017100113000074";"dh_08";2009;2160;"2160";"Versie 3";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;4;0;75;1;0,45;1
"PINK";"IV2017100113000075";"dh_08";2013;2160;"2160";"Versie 2.0";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;0;80;1;0,221;0,9
"PINK";"IV2017100113000075";"dh_08";2013;2160;"2160";"Versie 3";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;2;4;0;50;0;0,076;0,459
"PINK";"IV2017100113000076";"dh_09";2009;2160;"2160";"Versie 2.0";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;0;80;1;0,567;0,9
"PINK";"IV2017100113000076";"dh_09";2009;2160;"2160";"Versie 3";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;4;0;75;1;0,465;0,459
"PINK";"IV2017100113000077";"dh_09";2013;2160;"2160";"Versie 2.0";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;1;80;0;0,361;-0,032
"PINK";"IV2017100113000077";"dh_09";2013;2160;"2160";"Versie 3";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;1;4;1;25;0;0,08;-0,112
"PINK";"IV2017100113000078";"dh_10";2007;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;7;0;85,7142857142857;1;0,602;0,778
"PINK";"IV2017100113000078";"dh_10";2007;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,429;0,583
"PINK";"IV2017100113000079";"dh_10";2012;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,745;0,889
"PINK";"IV2017100113000079";"dh_10";2012;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,427;0,667
"PINK";"IV2017100113000080";"dh_11";2007;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,61;0,667
"PINK";"IV2017100113000080";"dh_11";2007;2130;"2130_had";"Versie 3";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;6;8;0;75;1;0,334;0,5
"PINK";"IV2017100113000081";"dh_11";2012;2130;"2130_had";"Versie 2.0";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;7;0;100;1;0,768;0,833
"PINK";"IV2017100113000081";"dh_11";2012;2130;"2130_had";"Versie 3";"Binnen";TRUE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;7;8;0;87,5;1;0,548;0,625
"PINK";"IV2017100113000082";"dh_12";2009;2130;"2130_had";"Versie 2.0";"Binnen";FALSE;1;4,3448275862069;4,3448275862069;TRUE;1;6,3;6,3;5;7;0;71,4285714285714;1;0,538;1
