"";"ID";"Habitattype";"RecordingGivid";"UserReference";"LocationCode";"Observer";"VagueDateBegin";"Kolom1";"Betrouwbaarheid";"Waterpeil";"Regio";"SBZH";"ID_Plas";"OppKl";"Oppervlakte_plas";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"Waarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"11";"AN_ARE_001_3130a_18";"3130_aom";"IV2018101005532264";"AN_ARE_001_3130a_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"15";"observatie";100;FALSE;0,15
"12";"AN_ARE_001_3130a_18";"3130_aom";"IV2018101005532264";"AN_ARE_001_3130a_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"13";"AN_ARE_001_3130n_18";"3130_na";"IV2018101006000237";"AN_ARE_001_3130n_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1247;"2109";2109;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;FALSE;NA
"14";"AN_ARE_001_3130n_18";"3130_na";"IV2018101006000237";"AN_ARE_001_3130n_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1250;"3";3;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"15";"AN_ARE_001_3130n_18";"3130_na";"IV2018101006000237";"AN_ARE_001_3130n_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1246;"435";435;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"16";"AN_ARE_001_3130n_18";"3130_na";"IV2018101006000237";"AN_ARE_001_3130n_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1255;"755";755;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"17";"AN_ARE_001_3130n_18";"3130_na";"IV2018101006000237";"AN_ARE_001_3130n_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1251;"819";819;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"15";"observatie";100;FALSE;0,15
"18";"AN_ARE_001_3130n_18";"3130_na";"IV2018101006000237";"AN_ARE_001_3130n_18";"AN_ARE_001";"Vincent Smeekens & Kevin Scheers & An Leyssen";"2018-09-21";"AN_ARE_001";"hoog";"Normaal";"Atlantisch";"binnen";"5062";"5 ha < Opp < 50 ha";110470,597782;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1254;"1827";1827;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"19";"AN_BAS_001_3150_17";"3150";"IV2018082010271159";"AN_BAS_001_3150_17";"AN_BAS_001";"Jo Packet";"2017-10-09";"AN_BAS_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_16954";"1 ha < Opp <= 5 ha";25126,518047;"Versie 3";"3150";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1271;"2101";2101;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;FALSE;NA
"20";"AN_BAS_001_3150_17";"3150";"IV2018082010271159";"AN_BAS_001_3150_17";"AN_BAS_001";"Jo Packet";"2017-10-09";"AN_BAS_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_16954";"1 ha < Opp <= 5 ha";25126,518047;"Versie 3";"3150";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1274;"786";786;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"20";"observatie";100;TRUE;0,333333333333333
"21";"AN_BAS_001_3150_17";"3150";"IV2018082010271159";"AN_BAS_001_3150_17";"AN_BAS_001";"Jo Packet";"2017-10-09";"AN_BAS_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_16954";"1 ha < Opp <= 5 ha";25126,518047;"Versie 3";"3150";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1267;"407 OR 449";407;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"1";"berekend";13;TRUE;0
"22";"AN_BAS_001_3150_17";"3150";"IV2018082010271159";"AN_BAS_001_3150_17";"AN_BAS_001";"Jo Packet";"2017-10-09";"AN_BAS_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_16954";"1 ha < Opp <= 5 ha";25126,518047;"Versie 3";"3150";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1267;"407 OR 449";449;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"1";"berekend";13;FALSE;-0,5
"23";"AN_BAS_001_3150_17";"3150";"IV2018082010271159";"AN_BAS_001_3150_17";"AN_BAS_001";"Jo Packet";"2017-10-09";"AN_BAS_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_16954";"1 ha < Opp <= 5 ha";25126,518047;"Versie 3";"3150";"Verstoring";"eutrofiëring";"<= 30%";1;"zb";1275;"712";712;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"24";"AN_BAS_001_3150_17";"3150";"IV2018082010271159";"AN_BAS_001_3150_17";"AN_BAS_001";"Jo Packet";"2017-10-09";"AN_BAS_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_16954";"1 ha < Opp <= 5 ha";25126,518047;"Versie 3";"3150";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1270;"826";826;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"25";"AN_BEE_001_3130a_16";"3130_aom";"IV2017032010360108";"AN_BEE_001_3130a_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1235;"2103";2103;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"0.5";"observatie";NA;FALSE;NA
"26";"AN_BEE_001_3130a_16";"3130_aom";"IV2017032010360108";"AN_BEE_001_3130a_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1243;"784";784;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"80";"observatie";100;FALSE;-0,714285714285714
"27";"AN_BEE_001_3130a_16";"3130_aom";"IV2017032010360108";"AN_BEE_001_3130a_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1234;"425";425;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";15;FALSE;-1
"28";"AN_BEE_001_3130a_16";"3130_aom";"IV2017032010360108";"AN_BEE_001_3130a_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"757";757;"bedekking eutrofiëring";"10";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"25";"observatie";100;FALSE;-0,166666666666667
"29";"AN_BEE_001_3130a_16";"3130_aom";"IV2017032010360108";"AN_BEE_001_3130a_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;FALSE;0,005
"30";"AN_BEE_001_3130a_16";"3130_aom";"IV2017032010360108";"AN_BEE_001_3130a_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"40";"observatie";100;FALSE;-0,142857142857143
"31";"AN_BEE_001_3130n_16";"3130_na";"IV2017032010205954";"AN_BEE_001_3130n_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1247;"2109";2109;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"32";"AN_BEE_001_3130n_16";"3130_na";"IV2017032010205954";"AN_BEE_001_3130n_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1250;"3";3;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"33";"AN_BEE_001_3130n_16";"3130_na";"IV2017032010205954";"AN_BEE_001_3130n_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1246;"435";435;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"34";"AN_BEE_001_3130n_16";"3130_na";"IV2017032010205954";"AN_BEE_001_3130n_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1255;"755";755;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"20";"observatie";100;FALSE;-0,111111111111111
"35";"AN_BEE_001_3130n_16";"3130_na";"IV2017032010205954";"AN_BEE_001_3130n_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1251;"819";819;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;FALSE;0,005
"36";"AN_BEE_001_3130n_16";"3130_na";"IV2017032010205954";"AN_BEE_001_3130n_16";"AN_BEE_001";"Vincent Smeekens";"2016-10-20";"AN_BEE_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"15537";"Opp <= 1 ha";6431,654903;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1254;"1827";1827;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"40";"observatie";100;FALSE;-0,142857142857143
"37";"AN_BEE_002_3130a_16";"3130_aom";"IV2017040309554429";"AN_BEE_002_3130a_16";"AN_BEE_002";"Vincent Smeekens";"2016-09-21";"AN_BEE_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_11192";"Opp <= 1 ha";629,578564;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1235;"2103";2103;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"38";"AN_BEE_002_3130a_16";"3130_aom";"IV2017040309554429";"AN_BEE_002_3130a_16";"AN_BEE_002";"Vincent Smeekens";"2016-09-21";"AN_BEE_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_11192";"Opp <= 1 ha";629,578564;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1243;"784";784;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"40";"observatie";100;FALSE;-0,142857142857143
"39";"AN_BEE_002_3130a_16";"3130_aom";"IV2017040309554429";"AN_BEE_002_3130a_16";"AN_BEE_002";"Vincent Smeekens";"2016-09-21";"AN_BEE_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_11192";"Opp <= 1 ha";629,578564;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1234;"425";425;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"1";"berekend";15;FALSE;-0,666666666666667
"40";"AN_BEE_002_3130a_16";"3130_aom";"IV2017040309554429";"AN_BEE_002_3130a_16";"AN_BEE_002";"Vincent Smeekens";"2016-09-21";"AN_BEE_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_11192";"Opp <= 1 ha";629,578564;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"757";757;"bedekking eutrofiëring";"10";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"15";"observatie";100;FALSE;-0,0555555555555555
"41";"AN_BEE_002_3130a_16";"3130_aom";"IV2017040309554429";"AN_BEE_002_3130a_16";"AN_BEE_002";"Vincent Smeekens";"2016-09-21";"AN_BEE_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_11192";"Opp <= 1 ha";629,578564;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"42";"AN_BEE_002_3130a_16";"3130_aom";"IV2017040309554429";"AN_BEE_002_3130a_16";"AN_BEE_002";"Vincent Smeekens";"2016-09-21";"AN_BEE_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_11192";"Opp <= 1 ha";629,578564;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"40";"observatie";100;FALSE;-0,142857142857143
"43";"AN_BGO_001_3130a_17";"3130_aom";"IV2018020910244945";"AN_BGO_001_3130a_17";"AN_BGO_001";"Vincent Smeekens";"2017-09-06";"AN_BGO_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4787,599815;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1235;"2103";2103;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;FALSE;NA
"44";"AN_BGO_001_3130a_17";"3130_aom";"IV2018020910244945";"AN_BGO_001_3130a_17";"AN_BGO_001";"Vincent Smeekens";"2017-09-06";"AN_BGO_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4787,599815;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1243;"784";784;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"14";"observatie";100;TRUE;0,533333333333333
"45";"AN_BGO_001_3130a_17";"3130_aom";"IV2018020910244945";"AN_BGO_001_3130a_17";"AN_BGO_001";"Vincent Smeekens";"2017-09-06";"AN_BGO_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4787,599815;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1234;"425";425;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";15;FALSE;-1
"46";"AN_BGO_001_3130a_17";"3130_aom";"IV2018020910244945";"AN_BGO_001_3130a_17";"AN_BGO_001";"Vincent Smeekens";"2017-09-06";"AN_BGO_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4787,599815;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"757";757;"bedekking eutrofiëring";"10";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"3";"observatie";100;TRUE;0,7
"47";"AN_BGO_001_3130a_17";"3130_aom";"IV2018020910244945";"AN_BGO_001_3130a_17";"AN_BGO_001";"Vincent Smeekens";"2017-09-06";"AN_BGO_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4787,599815;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;FALSE;0,005
"48";"AN_BGO_001_3130a_17";"3130_aom";"IV2018020910244945";"AN_BGO_001_3130a_17";"AN_BGO_001";"Vincent Smeekens";"2017-09-06";"AN_BGO_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4787,599815;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
