"";"ID";"Habitattype";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Belang";"Kwaliteitsniveau";"BeoordelingID";"Status_indicator";"Verschilscore"
"13";"AN_ARE_001_3130n_18";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;FALSE;NA
"14";"AN_ARE_001_3130n_18";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;0,983333333333333
"15";"AN_ARE_001_3130n_18";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"16";"AN_ARE_001_3130n_18";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,95
"17";"AN_ARE_001_3130n_18";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,15
"18";"AN_ARE_001_3130n_18";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"19";"AN_BAS_001_3150_17";"3150";"Versie 3";"3150";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1271;FALSE;NA
"20";"AN_BAS_001_3150_17";"3150";"Versie 3";"3150";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1274;TRUE;0,333333333333333
"21";"AN_BAS_001_3150_17";"3150";"Versie 3";"3150";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";"b";1;1267;TRUE;0
"22";"AN_BAS_001_3150_17";"3150";"Versie 3";"3150";"Verstoring";"eutrofiëring";"<= 30%";"zb";1;1275;TRUE;0,966666666666667
"23";"AN_BAS_001_3150_17";"3150";"Versie 3";"3150";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1270;TRUE;0
"24";"AN_BEE_001_3130a_16";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;FALSE;NA
"25";"AN_BEE_001_3130a_16";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;FALSE;-0,714285714285714
"26";"AN_BEE_001_3130a_16";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-1
"27";"AN_BEE_001_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;FALSE;-0,166666666666667
"28";"AN_BEE_001_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;FALSE;0,005
"29";"AN_BEE_001_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;FALSE;-0,142857142857143
"30";"AN_BEE_001_3130n_16";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;TRUE;NA
"31";"AN_BEE_001_3130n_16";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;0,966666666666667
"32";"AN_BEE_001_3130n_16";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"33";"AN_BEE_001_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;FALSE;-0,111111111111111
"34";"AN_BEE_001_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,005
"35";"AN_BEE_001_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;FALSE;-0,142857142857143
"36";"AN_BEE_002_3130a_16";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;TRUE;NA
"37";"AN_BEE_002_3130a_16";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;FALSE;-0,142857142857143
"38";"AN_BEE_002_3130a_16";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-0,666666666666667
"39";"AN_BEE_002_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;FALSE;-0,0555555555555555
"40";"AN_BEE_002_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;TRUE;0
"41";"AN_BEE_002_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;FALSE;-0,142857142857143
"42";"AN_BGO_001_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;FALSE;NA
"43";"AN_BGO_001_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;TRUE;0,533333333333333
"44";"AN_BGO_001_3130a_17";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-1
"45";"AN_BGO_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;TRUE;0,7
"46";"AN_BGO_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;FALSE;0,005
"47";"AN_BGO_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,983333333333333
"48";"AN_BGO_001_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;FALSE;NA
"49";"AN_BGO_001_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;FALSE;-0,142857142857143
"50";"AN_BGO_001_3130n_17";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"51";"AN_BGO_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,7
"52";"AN_BGO_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,005
"53";"AN_BGO_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"54";"AN_BGO_001_3150_17";"3150";"Versie 3";"3150";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1271;TRUE;NA
"55";"AN_BGO_001_3150_17";"3150";"Versie 3";"3150";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1274;TRUE;0,5
"56";"AN_BGO_001_3150_17";"3150";"Versie 3";"3150";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";"b";1;1267;TRUE;0
"57";"AN_BGO_001_3150_17";"3150";"Versie 3";"3150";"Verstoring";"eutrofiëring";"<= 30%";"zb";1;1275;TRUE;0,983333333333333
"58";"AN_BGO_001_3150_17";"3150";"Versie 3";"3150";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1270;FALSE;0,005
"59";"AN_BGO_002_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;FALSE;NA
"60";"AN_BGO_002_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;FALSE;-0,285714285714286
"61";"AN_BGO_002_3130a_17";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-0,666666666666667
"62";"AN_BGO_002_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;TRUE;0,7
"63";"AN_BGO_002_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;FALSE;0,02
"64";"AN_BGO_002_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,966666666666667
"65";"AN_BGO_002_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;FALSE;NA
"66";"AN_BGO_002_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;0,666666666666667
"67";"AN_BGO_002_3130n_17";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"68";"AN_BGO_002_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,7
"69";"AN_BGO_002_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,02
"70";"AN_BGO_002_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,966666666666667
"71";"AN_BGO_002_3140_17";"3140";"Versie 3";"3140";"Structuur";"horizontale structuur";"kranswiervelden > 10 m<U+00B2>";"zb";1;1259;FALSE;NA
"72";"AN_BGO_002_3140_17";"3140";"Versie 3";"3140";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1263;FALSE;-0,285714285714286
"73";"AN_BGO_002_3140_17";"3140";"Versie 3";"3140";"Vegetatie";"sleutelsoorten";"kranswiervelden aanwezig; kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";"b";1;1262;TRUE;NA
"74";"AN_BGO_002_3140_17";"3140";"Versie 3";"3140";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1266;TRUE;0,95
"75";"AN_BGO_002_3140_17";"3140";"Versie 3";"3140";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1258;FALSE;0,02
"76";"AN_BGO_002_3160_17";"3160";"Versie 3";"3160";"Structuur";"horizontale structuur";"rechtstreeks in contact met habitattype 7140_oli of 7110";"zb";1;1282;TRUE;NA
"77";"AN_BGO_002_3160_17";"3160";"Versie 3";"3160";"Vegetatie";"sleutelsoorten";"minstens 2 sleutelsoorten minstens frequent aanwezig";"b";1;1278;FALSE;-1
"78";"AN_BGO_002_3160_17";"3160";"Versie 3";"3160";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1286;TRUE;0,6
"79";"AN_BGO_002_3160_17";"3160";"Versie 3";"3160";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1279;FALSE;0,02
"80";"AN_BGO_002_3160_17";"3160";"Versie 3";"3160";"Verstoring";"verzuring";"<= 30%";"zb";1;1283;TRUE;0,983333333333333
"81";"AN_BLA_001_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;TRUE;NA
"82";"AN_BLA_001_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;TRUE;0,833333333333333
"83";"AN_BLA_001_3130a_17";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-0,666666666666667
"84";"AN_BLA_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;TRUE;0,8
"85";"AN_BLA_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;FALSE;0,005
"86";"AN_BLA_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,983333333333333
"87";"AN_BLA_001_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;FALSE;NA
"88";"AN_BLA_001_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;1
"89";"AN_BLA_001_3130n_17";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"90";"AN_BLA_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,8
"91";"AN_BLA_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,005
"92";"AN_BLA_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"93";"AN_BOG_001_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;FALSE;NA
"94";"AN_BOG_001_3130a_17";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;TRUE;0,5
"95";"AN_BOG_001_3130a_17";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-1
"96";"AN_BOG_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;FALSE;-0,666666666666667
"97";"AN_BOG_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;FALSE;0,005
"98";"AN_BOG_001_3130a_17";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,983333333333333
"99";"AN_BOG_001_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;FALSE;NA
"100";"AN_BOG_001_3130n_17";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;1
"101";"AN_BOG_001_3130n_17";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"102";"AN_BOG_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;FALSE;0
"103";"AN_BOG_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,005
"104";"AN_BOG_001_3130n_17";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"105";"AN_DEB_001_3130a_18";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;FALSE;NA
"106";"AN_DEB_001_3130a_18";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;TRUE;0,933333333333333
"107";"AN_DEB_001_3130a_18";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-1
"108";"AN_DEB_001_3130a_18";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;TRUE;0,9
"109";"AN_DEB_001_3130a_18";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;FALSE;0,005
"110";"AN_DEB_001_3130a_18";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,983333333333333
"111";"AN_DES_004_3130a_16";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;TRUE;NA
"112";"AN_DES_004_3130a_16";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;TRUE;0,5
"113";"AN_DES_004_3130a_16";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-0,333333333333333
"114";"AN_DES_004_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;TRUE;0,5
"115";"AN_DES_004_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;TRUE;0
"116";"AN_DES_004_3130a_16";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,166666666666667
"117";"AN_DES_004_3160_16";"3160";"Versie 3";"3160";"Structuur";"horizontale structuur";"rechtstreeks in contact met habitattype 7140_oli of 7110";"zb";1;1282;FALSE;NA
"118";"AN_DES_004_3160_16";"3160";"Versie 3";"3160";"Vegetatie";"sleutelsoorten";"minstens 2 sleutelsoorten minstens frequent aanwezig";"b";1;1278;FALSE;-1
"119";"AN_DES_004_3160_16";"3160";"Versie 3";"3160";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1286;TRUE;0,5
"120";"AN_DES_004_3160_16";"3160";"Versie 3";"3160";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1279;TRUE;0
"121";"AN_DES_004_3160_16";"3160";"Versie 3";"3160";"Verstoring";"verzuring";"<= 30%";"zb";1;1283;TRUE;0,666666666666667
"122";"AN_DVH_001_3130n_18";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;TRUE;NA
"123";"AN_DVH_001_3130n_18";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;1
"124";"AN_DVH_001_3130n_18";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"125";"AN_DVH_001_3130n_18";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,95
"126";"AN_DVH_001_3130n_18";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;TRUE;0
"127";"AN_DVH_001_3130n_18";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"128";"AN_DVH_003_3130n_16";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;TRUE;NA
"129";"AN_DVH_003_3130n_16";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;FALSE;0
"130";"AN_DVH_003_3130n_16";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"131";"AN_DVH_003_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,9
"132";"AN_DVH_003_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;FALSE;0,8
"133";"AN_DVH_003_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"134";"AN_DVH_004_3130n_16";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;TRUE;NA
"135";"AN_DVH_004_3130n_16";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;FALSE;-0,285714285714286
"136";"AN_DVH_004_3130n_16";"3130_na";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";"b";1;1246;FALSE;-1
"137";"AN_DVH_004_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1255;TRUE;0,5
"138";"AN_DVH_004_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1251;TRUE;0
"139";"AN_DVH_004_3130n_16";"3130_na";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1254;TRUE;0,983333333333333
"140";"AN_DVH_004_3140_16";"3140";"Versie 3";"3140";"Structuur";"horizontale structuur";"kranswiervelden > 10 m<U+00B2>";"zb";1;1259;TRUE;NA
"141";"AN_DVH_004_3140_16";"3140";"Versie 3";"3140";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1263;FALSE;-0,142857142857143
"142";"AN_DVH_004_3140_16";"3140";"Versie 3";"3140";"Vegetatie";"sleutelsoorten";"kranswiervelden aanwezig; kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";"b";1;1262;TRUE;NA
"143";"AN_DVH_004_3140_16";"3140";"Versie 3";"3140";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1266;TRUE;0,5
"144";"AN_DVH_004_3140_16";"3140";"Versie 3";"3140";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1258;TRUE;0
"145";"AN_DVH_005_3130a_18";"3130_aom";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1235;TRUE;NA
"146";"AN_DVH_005_3130a_18";"3130_aom";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";"zb";1;1243;TRUE;0,983333333333333
"147";"AN_DVH_005_3130a_18";"3130_aom";"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";"b";1;1234;FALSE;-0,333333333333333
"148";"AN_DVH_005_3130a_18";"3130_aom";"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";"zb";1;1242;TRUE;0,95
"149";"AN_DVH_005_3130a_18";"3130_aom";"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1238;TRUE;0
"150";"AN_DVH_005_3130a_18";"3130_aom";"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";"zb";1;1239;TRUE;0,9
"151";"AN_DVH_005_3130n_18";"3130_na";"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1247;TRUE;NA
"152";"AN_DVH_005_3130n_18";"3130_na";"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";"zb";1;1250;TRUE;0,966666666666667
