"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid";"IDPlots";"IDSegments"
"MHK10354";"Ulmus";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK10354";"Fraxinus excelsior L.";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK10354";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;10354;1
"MHK10354";"groeiklasse 3";0;NA;"studiegroep";"Ja/nee";NA;NA;10354;1
"MHK10354";"groeiklasse 4";0;NA;"studiegroep";"Ja/nee";NA;NA;10354;1
"MHK10354";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;10354;1
"MHK10354";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;10354;1
"MHK10354";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;10354;1
"MHK10354";"Kruidlaag";62,5;NA;"studiegroep";"Percentage";NA;"%";10354;1
"MHK10354";"Struiklaag";2,5;NA;"studiegroep";"Percentage";NA;"%";10354;1
"MHK10354";"Boomlaag";18,75;NA;"studiegroep";"Percentage";NA;"%";10354;1
"MHK10354";"Kruidlaag (incl. moslaag)";65;NA;"studiegroep";"Percentage";NA;"%";10354;1
"MHK10354";"Acer pseudoplatanus L.";2,54839018182259;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";10354;1
"MHK10354";"Fraxinus excelsior L.";13,6616664492905;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";10354;1
"MHK103609";"Cardamine amara L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Allium ursinum L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Dryopteris dilatata (Hoffmann) A. Gray";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Arum maculatum L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Valeriana repens Host";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Circaea lutetiana L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Fraxinus excelsior L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Geranium robertianum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Blechnum spicant (L.) Roth";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Hyacinthoides non-scripta (L.) Chouard ex Rothm.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Fagus sylvatica L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Athyrium filix-femina (L.) Roth";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Poa trivialis L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Luzula pilosa (L.) Willd.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Lamium galeobdolon (L.) L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Corylus avellana L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Primula elatior (L.) Hill";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Chrysosplenium oppositifolium L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Ajuga reptans L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Viola riviniana Reichenb.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Carex remota Jusl. ex L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Equisetum telmateia Ehrh.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Ranunculus ficaria L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Geum urbanum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Carpinus betulus L.";62,5;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Corylus avellana L.";8,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Carpinus betulus L.";62,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Quercus robur L.";62,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"Corylus avellana L.";37,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK103609";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;103609;1
"MHK103609";"groeiklasse 3";1;NA;"studiegroep";"Ja/nee";NA;NA;103609;1
"MHK103609";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;103609;1
"MHK103609";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;103609;1
"MHK103609";"groeiklasse 6";0;NA;"studiegroep";"Ja/nee";NA;NA;103609;1
"MHK103609";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;103609;1
"MHK103609";"Kruidlaag";37,5;NA;"studiegroep";"Percentage";NA;"%";103609;1
"MHK103609";"Struiklaag";62,5;NA;"studiegroep";"Percentage";NA;"%";103609;1
"MHK103609";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";103609;1
"MHK103609";"Kruidlaag (incl. moslaag)";46,25;NA;"studiegroep";"Percentage";NA;"%";103609;1
"MHK103609";"Carpinus betulus L.";5,46684648932967;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";103609;1
"MHK103609";"Corylus avellana L.";1,01491676617291;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";103609;1
"MHK103609";"Larix";1,30099214274085;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";103609;1
"MHK103609";"Quercus robur";21,0849445849992;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";103609;1
"MHK103609";"Tsuga";2,87753576782689;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";103609;1
"MHK104342";"Cardamine amara L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Iris pseudacorus L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Ribes rubrum L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Carex elata All.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Carex acutiformis Ehrh.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Carex remota Jusl. ex L.";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Circaea lutetiana L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Viburnum opulus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Fraxinus excelsior L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Dryopteris carthusiana (Vill.) H.P. Fuchs";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Poa trivialis L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Geranium robertianum L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Dryopteris dilatata (Hoffmann) A. Gray";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Glechoma hederacea L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Rubus";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Corylus avellana L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Athyrium filix-femina (L.) Roth";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Galeopsis tetrahit L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Valeriana repens Host";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Cardamine flexuosa With.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Carex elongata L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Filipendula ulmaria (L.) Maxim.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Geum urbanum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Lysimachia vulgaris L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Lonicera periclymenum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Scutellaria galericulata L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Corylus avellana L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Lonicera periclymenum L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Alnus glutinosa (L.) Gaertn.";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Corylus avellana L.";62,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Fraxinus excelsior L.";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Populus";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"Salix";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK104342";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;104342;1
"MHK104342";"groeiklasse 3";1;NA;"studiegroep";"Ja/nee";NA;NA;104342;1
"MHK104342";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;104342;1
"MHK104342";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;104342;1
"MHK104342";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;104342;1
"MHK104342";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;104342;1
"MHK104342";"Kruidlaag";62,5;NA;"studiegroep";"Percentage";NA;"%";104342;1
"MHK104342";"Struiklaag";8,75;NA;"studiegroep";"Percentage";NA;"%";104342;1
"MHK104342";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";104342;1
"MHK104342";"Kruidlaag (incl. moslaag)";100;NA;"studiegroep";"Percentage";NA;"%";104342;1
"MHK104342";"Alnus glutinosa (L.) Gaertn.";6,6530638562104;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";104342;1
"MHK104342";"Corylus avellana L.";4,97086053224205;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";104342;1
"MHK104342";"Fraxinus excelsior L.";8,63197867827779;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";104342;1
"MHK104342";"Salix";2,99115539550134;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";104342;1
"MHK11865";"Lamium galeobdolon (L.) L.";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Anemone nemorosa L.";62,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Galium aparine L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Adoxa moschatellina L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Oxalis acetosella L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Corylus avellana L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Poa trivialis L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Ranunculus ficaria L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Cardamine amara L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Cardamine flexuosa With.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Arum maculatum L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Anthriscus sylvestris (L.) Hoffmann";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Acer pseudoplatanus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Hedera helix L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Dryopteris dilatata (Hoffmann) A. Gray";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Athyrium filix-femina (L.) Roth";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Ribes uva-crispa L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Rubus fruticosus groep";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Chrysosplenium alternifolium L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Polygonatum multiflorum (L.) All.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Equisetum palustre L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Sambucus nigra L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Primula elatior (L.) Hill";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Ilex aquifolium L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Corylus avellana L.";18,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Hedera helix L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Sambucus nigra L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Acer pseudoplatanus L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Sorbus aucuparia L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Crataegus";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Populus canescens (Ait.) Smith";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Salix";8,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Corylus avellana L.";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Fraxinus excelsior L.";37,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Populus";37,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Carpinus betulus L.";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"Hedera helix L.";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK11865";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;11865;1
"MHK11865";"groeiklasse 3";1;NA;"studiegroep";"Ja/nee";NA;NA;11865;1
"MHK11865";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;11865;1
"MHK11865";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;11865;1
"MHK11865";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;11865;1
"MHK11865";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;11865;1
"MHK11865";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";11865;1
"MHK11865";"Struiklaag";37,5;NA;"studiegroep";"Percentage";NA;"%";11865;1
"MHK11865";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";11865;1
"MHK11865";"Kruidlaag (incl. moslaag)";90;NA;"studiegroep";"Percentage";NA;"%";11865;1
"MHK11865";"Acer pseudoplatanus L.";0,916536788380599;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";11865;1
"MHK11865";"Corylus avellana L.";1,28962635210068;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";11865;1
"MHK11865";"Fraxinus excelsior L.";8,01013888628909;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";11865;1
"MHK11865";"Salix";3,99939327726164;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";11865;1
"MHK12470";"Rubus fruticosus groep";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Lysimachia vulgaris L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Poa trivialis L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Urtica dioica L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Humulus lupulus L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Valeriana";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Angelica sylvestris L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Equisetum arvense L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Dryopteris dilatata (Hoffmann) A. Gray";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Solanum dulcamara L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Ranunculus repens L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Amelanchier lamarckii F.G. Schroeder";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Dryopteris carthusiana (Vill.) H.P. Fuchs";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Ribes rubrum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Athyrium filix-femina (L.) Roth";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Filipendula ulmaria (L.) Maxim.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Iris pseudacorus L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Lycopus europaeus L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Caltha palustris L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Galium aparine L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Corylus avellana L.";18,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Prunus serotina Ehrh.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Sorbus aucuparia L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Humulus lupulus L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Alnus glutinosa (L.) Gaertn.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"Alnus glutinosa (L.) Gaertn.";87,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK12470";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;12470;1
"MHK12470";"groeiklasse 3";0;NA;"studiegroep";"Ja/nee";NA;NA;12470;1
"MHK12470";"groeiklasse 4";0;NA;"studiegroep";"Ja/nee";NA;NA;12470;1
"MHK12470";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;12470;1
"MHK12470";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;12470;1
"MHK12470";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;12470;1
"MHK12470";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";12470;1
"MHK12470";"Struiklaag";37,5;NA;"studiegroep";"Percentage";NA;"%";12470;1
"MHK12470";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";12470;1
"MHK12470";"Kruidlaag (incl. moslaag)";87,5;NA;"studiegroep";"Percentage";NA;"%";12470;1
"MHK12470";"Alnus glutinosa (L.) Gaertn.";67,3649904370567;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";12470;1
"MHK136697";"Equisetum telmateia Ehrh.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Urtica dioica L.";87,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Galium aparine L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Cirsium oleraceum (L.) Scop.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Arum maculatum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Humulus lupulus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Filipendula ulmaria (L.) Maxim.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Lamium galeobdolon (L.) L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Ranunculus ficaria L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK136697";"Primula elatior (L.) Hill";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
