"ID";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"105682";"2310";"2310";"verbossing";"bedekking verbossing";"50";"Percentage";NA;"%";"Verstoring";"verbossing"
"105682";"2310";"2310";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"105682";"2310";"2310";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"105682";"2310";"2310";"verruiging";"bedekking verruiging";"0";"Percentage";NA;"%";"Verstoring";"verruiging"
"105682";"2310";"2310";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"2";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"105682";"2310";"2310";"mozaiek2330";"mozaïek met 2330";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur"
"106614";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"87.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"106614";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"10";"Percentage";NA;"%";"Structuur";"veenmossen"
"106614";"4010";"4010";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"106614";"4010";"4010";"vergrassing";"bedekking vergrassing";"75";"Percentage";NA;"%";"Verstoring";"vergrassing"
"10706";"2310";"2310";"ouderdomstadia";"aantal ouderdomsstadia";"4";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"10706";"2310";"2310";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"2";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"10706";"2310";"2310";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"10706";"2310";"2310";"dwergstruiken";"bedekking dwergstruiken";"62.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"10706";"2310";"2310";"invasieve_exoten";"bedekking invasieve exoten";"1.5";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"10706";"2310";"2310";"moslaag";"bedekking moslaag";"1.5";"Percentage";NA;"%";"Structuur";"(korst)moslaag"
"10706";"2310";"2310";"openVegetatieOfKaalZand";"bedekking open vegetaties";"4.5";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"10706";"2310";"2310";"naakte_bodem";"bedekking open zand";"1";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"10706";"2310";"2310";"naakte_bodem";"bedekking open zand";"1";"Percentage";NA;"%";"Structuur";"naakte bodem"
"10706";"2310";"2310";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"10706";"2310";"2310";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"10706";"2310";"2310";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"10706";"2310";"2310";"verruiging";"bedekking verruiging";"0";"Percentage";NA;"%";"Verstoring";"verruiging"
"10706";"2310";"2310";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"2";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"10706";"2310";"2310";"mozaiek2330";"mozaïek met 2330";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur"
"1076854";"2330";"2330_bu";"pionierStadia";"aantal ontwikkelingsstadia";"4";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"1076854";"2330";"2330_bu";"invasieve_exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"1076854";"2330";"2330_bu";"korstmosvegetaties";"bedekking korstmosvegetaties";"2";"Percentage";NA;"%";"Structuur";"korstmosvegetaties"
"1076854";"2330";"2330_bu";"openVegetatie";"bedekking open vegetaties";"100";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"1076854";"2330";"2330_bu";"naakte_bodem";"bedekking open zand";"0.5";"Percentage";NA;"%";"Structuur";"naakte bodem"
"1076854";"2330";"2330_bu";"verbossing";"bedekking verbossing";"40";"Percentage";NA;"%";"Verstoring";"verbossing"
"1076854";"2330";"2330_bu";"vergrassing";"bedekking vergrassing";"65";"Percentage";NA;"%";"Verstoring";"vergrassing"
"1085366";"2330";"2330_bu";"pionierStadia";"aantal ontwikkelingsstadia";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"1085366";"2330";"2330_bu";"invasieve_exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"1085366";"2330";"2330_bu";"korstmosvegetaties";"bedekking korstmosvegetaties";"5";"Percentage";NA;"%";"Structuur";"korstmosvegetaties"
"1085366";"2330";"2330_bu";"openVegetatie";"bedekking open vegetaties";"10";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"1085366";"2330";"2330_bu";"naakte_bodem";"bedekking open zand";"0.5";"Percentage";NA;"%";"Structuur";"naakte bodem"
"1085366";"2330";"2330_bu";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"1085366";"2330";"2330_bu";"vergrassing";"bedekking vergrassing";"55";"Percentage";NA;"%";"Verstoring";"vergrassing"
"1092434";"2330";"2330_bu";"pionierStadia";"aantal ontwikkelingsstadia";"4";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"1092434";"2330";"2330_bu";"invasieve_exoten";"bedekking invasieve exoten";"40";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"1092434";"2330";"2330_bu";"korstmosvegetaties";"bedekking korstmosvegetaties";"0.1";"Percentage";NA;"%";"Structuur";"korstmosvegetaties"
"1092434";"2330";"2330_bu";"openVegetatie";"bedekking open vegetaties";"55.1";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"1092434";"2330";"2330_bu";"naakte_bodem";"bedekking open zand";"7";"Percentage";NA;"%";"Structuur";"naakte bodem"
"1092434";"2330";"2330_bu";"verbossing";"bedekking verbossing";"40";"Percentage";NA;"%";"Verstoring";"verbossing"
"1092434";"2330";"2330_bu";"vergrassing";"bedekking vergrassing";"2";"Percentage";NA;"%";"Verstoring";"vergrassing"
"1110750";"2330";"2330_bu";"pionierStadia";"aantal ontwikkelingsstadia";"4";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"1110750";"2330";"2330_bu";"invasieve_exoten";"bedekking invasieve exoten";"68";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"1110750";"2330";"2330_bu";"korstmosvegetaties";"bedekking korstmosvegetaties";"0.1";"Percentage";NA;"%";"Structuur";"korstmosvegetaties"
"1110750";"2330";"2330_bu";"openVegetatie";"bedekking open vegetaties";"100";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"1110750";"2330";"2330_bu";"naakte_bodem";"bedekking open zand";"0.1";"Percentage";NA;"%";"Structuur";"naakte bodem"
"1110750";"2330";"2330_bu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"1110750";"2330";"2330_bu";"vergrassing";"bedekking vergrassing";"12";"Percentage";NA;"%";"Verstoring";"vergrassing"
"111326";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"27.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"111326";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"0";"Percentage";NA;"%";"Structuur";"veenmossen"
"111326";"4010";"4010";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"111326";"4010";"4010";"vergrassing";"bedekking vergrassing";"27.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"11218";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"87.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"11218";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"87.5";"Percentage";NA;"%";"Structuur";"veenmossen"
"11218";"4010";"4010";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"11218";"4010";"4010";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"115422";"2310";"2310";"ouderdomstadia";"aantal ouderdomsstadia";"4";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"115422";"2310";"2310";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"115422";"2310";"2310";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"115422";"2310";"2310";"dwergstruiken";"bedekking dwergstruiken";"27.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"115422";"2310";"2310";"invasieve_exoten";"bedekking invasieve exoten";"3";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"115422";"2310";"2310";"moslaag";"bedekking moslaag";"3";"Percentage";NA;"%";"Structuur";"(korst)moslaag"
"115422";"2310";"2310";"openVegetatieOfKaalZand";"bedekking open vegetaties";"3";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"115422";"2310";"2310";"naakte_bodem";"bedekking open zand";"0";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"115422";"2310";"2310";"naakte_bodem";"bedekking open zand";"0";"Percentage";NA;"%";"Structuur";"naakte bodem"
"115422";"2310";"2310";"verbossing";"bedekking verbossing";"76";"Percentage";NA;"%";"Verstoring";"verbossing"
"115422";"2310";"2310";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"115422";"2310";"2310";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"115422";"2310";"2310";"verruiging";"bedekking verruiging";"0";"Percentage";NA;"%";"Verstoring";"verruiging"
"115422";"2310";"2310";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"115422";"2310";"2310";"mozaiek2330";"mozaïek met 2330";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur"
"117202";"2310";"2310";"ouderdomstadia";"aantal ouderdomsstadia";"2";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"117202";"2310";"2310";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"117202";"2310";"2310";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"117202";"2310";"2310";"dwergstruiken";"bedekking dwergstruiken";"62.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"117202";"2310";"2310";"invasieve_exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"117202";"2310";"2310";"moslaag";"bedekking moslaag";"0";"Percentage";NA;"%";"Structuur";"(korst)moslaag"
"117202";"2310";"2310";"openVegetatieOfKaalZand";"bedekking open vegetaties";"0";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"117202";"2310";"2310";"naakte_bodem";"bedekking open zand";"0";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"117202";"2310";"2310";"naakte_bodem";"bedekking open zand";"0";"Percentage";NA;"%";"Structuur";"naakte bodem"
"117202";"2310";"2310";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"117202";"2310";"2310";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"117202";"2310";"2310";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"117202";"2310";"2310";"verruiging";"bedekking verruiging";"0";"Percentage";NA;"%";"Verstoring";"verruiging"
"117202";"2310";"2310";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"117202";"2310";"2310";"mozaiek2330";"mozaïek met 2330";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur"
"11742";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"62.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"11742";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"8";"Percentage";NA;"%";"Structuur";"veenmossen"
"11742";"4010";"4010";"verbossing";"bedekking verbossing";"0.1";"Percentage";NA;"%";"Verstoring";"verbossing"
"11742";"4010";"4010";"vergrassing";"bedekking vergrassing";"88";"Percentage";NA;"%";"Verstoring";"vergrassing"
"120018";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"0";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"120018";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"3";"Percentage";NA;"%";"Structuur";"veenmossen"
"120018";"4010";"4010";"verbossing";"bedekking verbossing";"20";"Percentage";NA;"%";"Verstoring";"verbossing"
"120018";"4010";"4010";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"120110";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"62.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"120110";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"1";"Percentage";NA;"%";"Structuur";"veenmossen"
"120110";"4010";"4010";"verbossing";"bedekking verbossing";"4";"Percentage";NA;"%";"Verstoring";"verbossing"
"120110";"4010";"4010";"vergrassing";"bedekking vergrassing";"27.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"122578";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"62.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"122578";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"1";"Percentage";NA;"%";"Structuur";"veenmossen"
"122578";"4010";"4010";"verbossing";"bedekking verbossing";"3";"Percentage";NA;"%";"Verstoring";"verbossing"
"122578";"4010";"4010";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"12274";"4030";"4030";"ouderdomstadia";"aantal ouderdomsstadia";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"12274";"4030";"4030";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"0";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"12274";"4030";"4030";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"12274";"4030";"4030";"dwergstruiken";"bedekking dwergstruiken";"1.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"12274";"4030";"4030";"invasieve_exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"12274";"4030";"4030";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"12274";"4030";"4030";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"12274";"4030";"4030";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"89";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"12274";"4030";"4030";"verruiging";"bedekking verruiging";"1.5";"Percentage";NA;"%";"Verstoring";"verruiging"
"12274";"4030";"4030";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"0";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"124278";"2310";"2310";"ouderdomstadia";"aantal ouderdomsstadia";"2";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"124278";"2310";"2310";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"0";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"124278";"2310";"2310";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"124278";"2310";"2310";"dwergstruiken";"bedekking dwergstruiken";"1.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"124278";"2310";"2310";"invasieve_exoten";"bedekking invasieve exoten";"62.5";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"124278";"2310";"2310";"moslaag";"bedekking moslaag";"62.5";"Percentage";NA;"%";"Structuur";"(korst)moslaag"
"124278";"2310";"2310";"openVegetatieOfKaalZand";"bedekking open vegetaties";"67.5";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"124278";"2310";"2310";"naakte_bodem";"bedekking open zand";"1";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"124278";"2310";"2310";"naakte_bodem";"bedekking open zand";"1";"Percentage";NA;"%";"Structuur";"naakte bodem"
"124278";"2310";"2310";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"124278";"2310";"2310";"vergrassing";"bedekking vergrassing";"62.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"124278";"2310";"2310";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"62.5";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"124278";"2310";"2310";"verruiging";"bedekking verruiging";"0";"Percentage";NA;"%";"Verstoring";"verruiging"
"124278";"2310";"2310";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"0";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"124278";"2310";"2310";"mozaiek2330";"mozaïek met 2330";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur"
"124382";"4010";"4010";"dwergstruiken";"bedekking dwergstruiken";"3";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"124382";"4010";"4010";"veenmoslaag";"bedekking veenmoslaag";"1";"Percentage";NA;"%";"Structuur";"veenmossen"
"124382";"4010";"4010";"verbossing";"bedekking verbossing";"0.1";"Percentage";NA;"%";"Verstoring";"verbossing"
"124382";"4010";"4010";"vergrassing";"bedekking vergrassing";"90";"Percentage";NA;"%";"Verstoring";"vergrassing"
"125394";"2310";"2310";"ouderdomstadia";"aantal ouderdomsstadia";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"125394";"2310";"2310";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"0";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"125394";"2310";"2310";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"125394";"2310";"2310";"dwergstruiken";"bedekking dwergstruiken";"1";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"125394";"2310";"2310";"invasieve_exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"125394";"2310";"2310";"moslaag";"bedekking moslaag";"27.5";"Percentage";NA;"%";"Structuur";"(korst)moslaag"
"125394";"2310";"2310";"openVegetatieOfKaalZand";"bedekking open vegetaties";"28.5";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"125394";"2310";"2310";"naakte_bodem";"bedekking open zand";"1";"Percentage";NA;"%";"Structuur";"horizontale structuur"
"125394";"2310";"2310";"naakte_bodem";"bedekking open zand";"1";"Percentage";NA;"%";"Structuur";"naakte bodem"
"125394";"2310";"2310";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"125394";"2310";"2310";"vergrassing";"bedekking vergrassing";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing"
"125394";"2310";"2310";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"87.5";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"125394";"2310";"2310";"verruiging";"bedekking verruiging";"0";"Percentage";NA;"%";"Verstoring";"verruiging"
"125394";"2310";"2310";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"0";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"125394";"2310";"2310";"mozaiek2330";"mozaïek met 2330";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur"
"125998";"4030";"4030";"ouderdomstadia";"aantal ouderdomsstadia";"3";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"125998";"4030";"4030";"ouderdomstadiaTalrijk";"aantal talrijke ouderdomsstadia";"2";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"125998";"4030";"4030";"struikhei";"aanwezigheid struikheide";"1";"Geheel getal";NA;NA;"Vegetatie";"sleutelsoorten"
"125998";"4030";"4030";"dwergstruiken";"bedekking dwergstruiken";"87.5";"Percentage";NA;"%";"Structuur";"dwergstruiken"
"125998";"4030";"4030";"invasieve_exoten";"bedekking invasieve exoten";"0.8";"Percentage";NA;"%";"Verstoring";"invasieve exoten"
"125998";"4030";"4030";"verbossing";"bedekking verbossing";"70";"Percentage";NA;"%";"Verstoring";"verbossing"
"125998";"4030";"4030";"vergrassing";"bedekking vergrassing";"35";"Percentage";NA;"%";"Verstoring";"vergrassing"
"125998";"4030";"4030";"vergrassingEnVerruiging";"bedekking vergrassing/verruiging";"35.2";"Percentage";NA;"%";"Verstoring";"vergrassing/verruiging"
"125998";"4030";"4030";"verruiging";"bedekking verruiging";"0.2";"Percentage";NA;"%";"Verstoring";"verruiging"
"125998";"4030";"4030";"climaxOfDegradatieStadium";"climax- of degeneratiestadium aanwezig";"1";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
"127710";"2310";"2310";"ouderdomstadia";"aantal ouderdomsstadia";"3";"Geheel getal";NA;NA;"Structuur";"ouderdomsstructuur Struikheide"
