"Meetnet";"Periode";"IDPlots";"IDSegments";"HabCode";"Phab";"SBZH";"Regio";"PlotWeight";"SegmentWeight";"X_coord";"Y_coord";"DateVeg";"DateDendro";"ID";"Habitattype";"Weight";"StratumWeight";"StratumWeight_std";"WeightComb"
"VBI";2;88040;1;"9190";100;"Binnen";"Atlantic";1;1;193942,063856;225679,886856;2014-08-12;2014;"VBI88040_2";"9190";1;57,19;1;1
"VBI";1;88040;1;"9190";100;"Binnen";"Atlantic";1;1;193942,063856;225679,886856;1997-06-12;1997;"VBI88040_1";"9190";1;57,19;1;1
"VBI";2;88113;1;"9120";60;"Binnen";"Atlantic";1;1;186934,083856;220690,507856;2015-05-05;2014;"VBI88113_2";"9120";1;61,3330985915493;1;1
"VBI";1;88113;1;"9120";60;"Binnen";"Atlantic";1;1;186934,083856;220690,507856;1999-04-08;1997;"VBI88113_1";"9120";1;61,3330985915493;1;1
"VBI";2;88121;1;"9190";100;"Binnen";"Atlantic";1;1;186944,565856;220176,204856;2015-05-05;2014;"VBI88121_2";"9190";1;57,19;1;1
"VBI";2;88123;1;"9190";95;"Binnen";"Atlantic";1;1;188942,289856;220179,876856;2016-06-03;2014;"VBI88123_2";"9190";1;57,19;1;1
"VBI";1;88129;1;"9120";100;"Binnen";"Atlantic";1;1;186942,220856;219679,685856;1998-04-30;1997;"VBI88129_1";"9120";1;61,3330985915493;1;1
"VBI";2;88129;1;"9120";100;"Binnen";"Atlantic";1,01;0,415841584158416;186942,220856;219679,685856;2015-05-05;2014;"VBI88129_2";"9120";0,42;61,3330985915493;1;0,42
"VBI";2;88134;1;"9190";70;"Buiten";"Atlantic";1;1;191921,284856;219696,690856;2014-09-09;2014;"VBI88134_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";1;88134;1;"9190";70;"Buiten";"Atlantic";1;1;191921,284856;219696,690856;1997-06-12;1997;"VBI88134_1";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";2;88144;1;"91E0_vm";100;"Binnen";"Atlantic";0,87;1;193942,378856;219179,694856;2014-08-13;2014;"VBI88144_2";"91E0_vm";0,87;68,8035714285714;1;0,87
"VBI";2;88155;1;"9190";100;"Binnen";"Atlantic";0,81;0,938271604938272;188942,222856;218179,814856;2015-06-10;2014;"VBI88155_2";"9190";0,76;57,19;1;0,76
"VBI";2;88156;1;"91E0_vm";100;"Binnen";"Atlantic";1;1;189942,397856;218179,493856;2015-06-11;2015;"VBI88156_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;88160;1;"91E0_vm";80;"Binnen";"Atlantic";1;1;193942,149856;218179,953856;2014-08-13;2014;"VBI88160_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;91017;1;"9190";50;"Buiten";"Atlantic";1;1;194951,116856;236681,805856;2013-07-17;2013;"VBI91017_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";1;91017;1;"9190";50;"Buiten";"Atlantic";1;1;194951,116856;236681,805856;1999-05-05;1997;"VBI91017_1";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";1;95001;1;"9190";100;"Binnen";"Atlantic";1;1;194942,246856;227679,936856;1997-05-12;1997;"VBI95001_1";"9190";1;57,19;1;1
"VBI";2;95001;1;"9190";100;"Binnen";"Atlantic";1;1;194942,246856;227679,936856;2013-08-14;2013;"VBI95001_2";"9190";1;57,19;1;1
"VBI";2;95041;1;"91E0_vo";100;"Binnen";"Atlantic";1;1;194936,656856;225186,297856;2013-09-03;2014;"VBI95041_2";"91E0_vo";1;27,7333333333333;1;1
"VBI";2;96073;1;"9190";100;"Binnen";"Atlantic";0,5;1;202942,150856;223179,857856;2011-10-11;2011;"VBI96073_2";"9190";0,5;57,19;1;0,5
"VBI";1;96103;1;"9120";100;"Binnen";"Atlantic";1;1;208939,400856;221693,411856;1999-04-21;1998;"VBI96103_1";"9120";1;61,3330985915493;1;1
"VBI";2;96103;1;"9120";100;"Binnen";"Atlantic";1;1;208939,400856;221693,411856;2010-07-26;2010;"VBI96103_2";"9120";1;61,3330985915493;1;1
"VBI";2;96137;1;"9190";70;"Buiten";"Atlantic";0,89;1;202942,214856;219179,784856;2011-10-07;2011;"VBI96137_2";"9190";0,89;75,7607142857143;1,32471960632478;1,17900044962906
"VBI";2;131044;1;"9120";100;"Buiten";"Atlantic";0,87;0,781609195402299;69942,19;215179,8;2015-08-18;2015;"VBI131044_2";"9120";0,68;66,6438016528926;1,08658788131202;0,738879759292171
"VBI";1;132097;1;"9120";100;"Buiten";"Atlantic";1;1;74952,577856;211698,093856;1999-04-02;1998;"VBI132097_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;132097;1;"9120";100;"Buiten";"Atlantic";1;1;74952,577856;211698,093856;2013-08-14;2014;"VBI132097_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;133153;1;"91E0_va";100;"Binnen";"Atlantic";1;1;82942,273856;208179,840856;2012-05-07;2012;"VBI133153_2";"91E0_va";1;52,8133333333333;1;1
"VBI";2;135081;1;"9120";100;"Buiten";"Atlantic";0,58;0,655172413793103;66942,19;202679,8;2015-07-14;2015;"VBI135081_2";"9120";0,38;66,6438016528926;1,08658788131202;0,412903394898566
"VBI";1;135082;1;"9120";100;"Buiten";"Atlantic";1;1;67942,19;202679,8;1998-06-03;1998;"VBI135082_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;135082;1;"9120";100;"Buiten";"Atlantic";1;0,25;67942,19;202679,8;2015-07-09;2015;"VBI135082_2";"9120";0,25;66,6438016528926;1,08658788131202;0,271646970328004
"VBI";2;135083;1;"9120";100;"Buiten";"Atlantic";0,83;1;68942,19;202679,8;2015-06-23;2015;"VBI135083_2";"9120";0,83;66,6438016528926;1,08658788131202;0,901867941488974
"VBI";1;135098;1;"9120";100;"Buiten";"Atlantic";1;1;67942,19;201679,8;1998-05-20;1998;"VBI135098_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;135098;1;"9120";100;"Buiten";"Atlantic";1;1;67942,19;201679,8;2015-07-09;2015;"VBI135098_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;135099;1;"9120";100;"Buiten";"Atlantic";0,87;1;68942,19;201679,8;2015-06-23;2015;"VBI135099_2";"9120";0,87;66,6438016528926;1,08658788131202;0,945331456741454
"VBI";2;135132;1;"9120";100;"Buiten";"Atlantic";1;1;69942,19;199679,8;2015-06-29;2015;"VBI135132_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;135132;1;"9120";100;"Buiten";"Atlantic";1;1;69942,19;199679,8;1998-05-20;1998;"VBI135132_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;135151;1;"91E0_va";100;"Buiten";"Atlantic";1;1;72942,129856;198679,734856;1998-05-19;1998;"VBI135151_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;136040;1;"9120";100;"Buiten";"Atlantic";1;1;81942,036856;205679,796856;2012-09-05;2012;"VBI136040_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;136102;1;"9120";100;"Buiten";"Atlantic";0,82;1;79942,028856;201679,773856;2012-09-04;2012;"VBI136102_2";"9120";0,82;66,6438016528926;1,08658788131202;0,891002062675853
"VBI";2;136113;1;"9120";100;"Binnen";"Atlantic";1;1;74938,040856;200657,610856;2013-05-28;2013;"VBI136113_2";"9120";1;61,3330985915493;1;1
"VBI";1;136114;1;"9120";100;"Binnen";"Atlantic";1;1;75942,396856;200680,008856;1998-05-15;1998;"VBI136114_1";"9120";1;61,3330985915493;1;1
"VBI";2;136114;1;"9120";100;"Binnen";"Atlantic";0,88;1;75942,396856;200680,008856;2013-05-16;2013;"VBI136114_2";"9120";0,88;61,3330985915493;1;0,88
"VBI";2;136121;1;"9120";100;"Binnen";"Atlantic";1;0,8;74942,288856;200179,935856;2013-05-28;2013;"VBI136121_2";"9120";0,8;61,3330985915493;1;0,8
"VBI";2;137010;1;"91E0_va";100;"Binnen";"Atlantic";1;1;83942,341856;207178,391856;2012-05-07;2012;"VBI137010_2";"91E0_va";1;52,8133333333333;1;1
"VBI";2;137011;1;"9120";100;"Buiten";"Atlantic";1;1;84942,088856;207179,740856;2011-09-26;2012;"VBI137011_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;137028;1;"9120";100;"Binnen";"Atlantic";1;1;85947,709856;206174,672856;2011-10-04;2012;"VBI137028_2";"9120";1;61,3330985915493;1;1
"VBI";2;137035;1;"9120";100;"Binnen";"Atlantic";1;1;84927,085856;205679,342856;2011-10-04;2012;"VBI137035_2";"9120";1;61,3330985915493;1;1
"VBI";1;137035;1;"9120";100;"Binnen";"Atlantic";1;1;84927,085856;205679,342856;1999-04-02;1998;"VBI137035_1";"9120";1;61,3330985915493;1;1
"VBI";1;137037;1;"9120";100;"Binnen";"Atlantic";1;1;86956,086856;205668,209856;1999-04-02;1998;"VBI137037_1";"9120";1;61,3330985915493;1;1
"VBI";2;137037;1;"9120";100;"Binnen";"Atlantic";1;1;86956,086856;205668,209856;2011-08-03;2011;"VBI137037_2";"9120";1;61,3330985915493;1;1
"VBI";2;137052;1;"9120";100;"Binnen";"Atlantic";1;1;85924,489856;204675,592856;2011-10-11;2011;"VBI137052_2";"9120";1;61,3330985915493;1;1
"VBI";1;137052;1;"9120";100;"Binnen";"Atlantic";1;1;85924,489856;204675,592856;1999-04-02;1998;"VBI137052_1";"9120";1;61,3330985915493;1;1
"VBI";2;137053;1;"9120";100;"Binnen";"Atlantic";1;1;86937,185856;204667,368856;2011-08-04;2011;"VBI137053_2";"9120";1;61,3330985915493;1;1
"VBI";1;137053;1;"9120";100;"Binnen";"Atlantic";1;1;86937,185856;204667,368856;1999-04-02;1998;"VBI137053_1";"9120";1;61,3330985915493;1;1
"VBI";2;137054;1;"9120";100;"Binnen";"Atlantic";1;1;87943,293856;204677,629856;2011-08-04;2011;"VBI137054_2";"9120";1;61,3330985915493;1;1
"VBI";1;137054;1;"9120";100;"Binnen";"Atlantic";1;1;87943,293856;204677,629856;1999-04-02;1998;"VBI137054_1";"9120";1;61,3330985915493;1;1
"VBI";2;137060;1;"9120";100;"Binnen";"Atlantic";1;1;85946,226856;204180,232856;2012-06-12;2012;"VBI137060_2";"9120";1;61,3330985915493;1;1
"VBI";1;138019;1;"9120";100;"Binnen";"Atlantic";1;1;92936,765856;206686,821856;1999-04-06;1998;"VBI138019_1";"9120";1;61,3330985915493;1;1
"VBI";2;138019;1;"9120";100;"Binnen";"Atlantic";1;1;92936,765856;206686,821856;2010-04-09;2010;"VBI138019_2";"9120";1;61,3330985915493;1;1
"VBI";2;138020;1;"9120";95;"Binnen";"Atlantic";0,79;1;93941,988856;206679,980856;2011-08-04;2011;"VBI138020_2";"9120";0,79;61,3330985915493;1;0,79
"VBI";2;138020;1;"9120";95;"Binnen";"Atlantic";0,79;1;93958,502856;206688,138856;2011-08-04;2011;"VBI138020_2";"9120";0,79;61,3330985915493;1;0,79
"VBI";2;138027;1;"9120";100;"Binnen";"Atlantic";1;1;92942,957856;206180,985856;2010-04-09;2010;"VBI138027_2";"9120";1;61,3330985915493;1;1
"VBI";2;138028;1;"9120";100;"Binnen";"Atlantic";0,83;0,216867469879518;93942,952856;206176,795856;2010-04-09;2010;"VBI138028_2";"9120";0,18;61,3330985915493;1;0,18
"VBI";1;138036;1;"9120";100;"Binnen";"Atlantic";1;1;93939,918856;205685,748856;1999-04-06;1998;"VBI138036_1";"9120";1;61,3330985915493;1;1
"VBI";2;138036;1;"9120";100;"Binnen";"Atlantic";1;1;93939,918856;205685,748856;2010-04-09;2010;"VBI138036_2";"9120";1;61,3330985915493;1;1
"VBI";1;138097;1;"9120";100;"Buiten";"Atlantic";1;1;90939,576856;201676,874856;1999-04-06;1998;"VBI138097_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;138097;1;"9120";100;"Buiten";"Atlantic";0,82;1;90939,576856;201676,874856;2010-04-09;2010;"VBI138097_2";"9120";0,82;66,6438016528926;1,08658788131202;0,891002062675853
"VBI";1;138098;1;"9120";100;"Buiten";"Atlantic";1;1;91942,341856;201679,477856;1999-04-06;1999;"VBI138098_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;138098;1;"9120";100;"Buiten";"Atlantic";1;1;91942,341856;201679,477856;2010-04-09;2010;"VBI138098_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;142137;1;"9120";100;"Buiten";"Atlantic";0,78;1;106942,2;209179,8;2015-12-15;2015;"VBI142137_2";"9120";0,78;66,6438016528926;1,08658788131202;0,847538547423373
"VBI";2;144048;1;"9120";70;"Binnen";"Atlantic";1;1;129942,163856;215179,594856;2010-08-04;2012;"VBI144048_2";"9120";1;61,3330985915493;1;1
"VBI";1;144048;1;"9120";70;"Binnen";"Atlantic";1;1;129942,163856;215179,594856;1999-04-20;1998;"VBI144048_1";"9120";1;61,3330985915493;1;1
"VBI";1;144055;1;"9120";60;"Binnen";"Atlantic";1;1;128942,312856;214680,012856;1999-04-20;1998;"VBI144055_1";"9120";1;61,3330985915493;1;1
"VBI";2;144055;1;"9120";60;"Binnen";"Atlantic";0,87;1;128942,312856;214680,012856;2010-08-02;2011;"VBI144055_2";"9120";0,87;61,3330985915493;1;0,87
"VBI";1;144056;1;"9120";100;"Binnen";"Atlantic";1;1;129942,300856;214679,691856;1999-04-20;1998;"VBI144056_1";"9120";1;61,3330985915493;1;1
"VBI";2;144056;1;"9120";100;"Binnen";"Atlantic";0,86;1;129942,300856;214679,691856;2010-08-09;2011;"VBI144056_2";"9120";0,86;61,3330985915493;1;0,86
"VBI";2;147004;1;"9120";100;"Binnen";"Atlantic";1;1;117942,273856;207679,822856;2013-09-30;2014;"VBI147004_2";"9120";1;61,3330985915493;1;1
"VBI";1;147004;1;"9120";100;"Binnen";"Atlantic";1;1;117942,273856;207679,822856;1999-04-19;1998;"VBI147004_1";"9120";1;61,3330985915493;1;1
"VBI";2;147049;1;"91E0_va";100;"Binnen";"Atlantic";0,8;1;114942,086856;204679,782856;2014-04-09;2014;"VBI147049_2";"91E0_va";0,8;52,8133333333333;1;0,8
"VBI";1;147049;1;"91E0_va";100;"Binnen";"Atlantic";1;1;114942,086856;204679,782856;1998-04-23;1998;"VBI147049_1";"91E0_va";1;52,8133333333333;1;1
"VBI";2;147059;1;"9120";100;"Binnen";"Atlantic";1;1;116937,652856;204177,217856;2013-09-27;2014;"VBI147059_2";"9120";1;61,3330985915493;1;1
"VBI";2;147067;1;"9120";100;"Binnen";"Atlantic";1;1;116942,198856;203679,866856;2013-09-27;2014;"VBI147067_2";"9120";1;61,3330985915493;1;1
"VBI";1;147067;1;"9120";100;"Binnen";"Atlantic";1;1;116942,198856;203679,866856;1999-04-19;1998;"VBI147067_1";"9120";1;61,3330985915493;1;1
"VBI";2;147068;1;"91E0_va";100;"Binnen";"Atlantic";1;1;117942,331856;203677,691856;2014-04-09;2014;"VBI147068_2";"91E0_va";1;52,8133333333333;1;1
"VBI";2;147141;1;"91E0_vn";100;"Buiten";"Atlantic";0,87;1;118942,151856;199179,747856;2012-09-27;2013;"VBI147141_2";"91E0_vn";0,87;59,7625;1;0,87
"VBI";1;148018;1;"91E0_vm";100;"Binnen";"Atlantic";1;1;123938,575856;206670,131856;1999-04-16;1998;"VBI148018_1";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;148018;1;"91E0_vm";100;"Binnen";"Atlantic";1;1;123938,575856;206670,131856;2011-08-01;2011;"VBI148018_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;148025;1;"91E0_vn";70;"Binnen";"Atlantic";0,91;1;122942,057856;206179,876856;2011-08-05;2011;"VBI148025_2";"91E0_vn";0,91;124,157142857143;2,0775091881555;1,8905333612215
"VBI";2;148087;1;"9120";100;"Buiten";"Atlantic";1;1;128942,308856;202679,811856;2010-09-22;2011;"VBI148087_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;148095;1;"9120";70;"Buiten";"Atlantic";1;1;128950,007856;202179,574856;2010-09-22;2011;"VBI148095_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;154004;1;"9120";100;"Buiten";"Atlantic";1;1;157942,045856;217679,616856;2013-06-07;2014;"VBI154004_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;154004;1;"9120";100;"Buiten";"Atlantic";1;1;157942,045856;217679,616856;1999-04-26;1999;"VBI154004_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;154013;1;"9190";100;"Buiten";"Atlantic";1;1;158942,067856;217179,807856;2012-06-26;2013;"VBI154013_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";2;154019;1;"9190";100;"Buiten";"Atlantic";1;1;156923,672856;216679,964856;2013-05-30;2013;"VBI154019_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";1;154019;1;"9190";100;"Buiten";"Atlantic";1;1;156923,672856;216679,964856;1999-04-26;1999;"VBI154019_1";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";2;154032;1;"9120";70;"Buiten";"Atlantic";0,85;0,929411764705882;161942,403856;216179,621856;2012-04-24;2013;"VBI154032_2";"9120";0,79;66,6438016528926;1,08658788131202;0,858404426236493
"VBI";2;154072;1;"9120";70;"Buiten";"Atlantic";1;1;161941,888856;213679,953856;2012-04-24;2012;"VBI154072_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;154091;1;"9120";100;"Buiten";"Atlantic";1;1;156942,102856;212179,646856;2013-06-19;2013;"VBI154091_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;154101;1;"9120";100;"Buiten";"Atlantic";0,79;1;158942,330856;211679,792856;2012-04-20;2012;"VBI154101_2";"9120";0,79;66,6438016528926;1,08658788131202;0,858404426236493
"VBI";2;157029;1;"9120";100;"Binnen";"Atlantic";1;1;150913,633856;206183,253856;2014-09-19;2014;"VBI157029_2";"9120";1;61,3330985915493;1;1
"VBI";2;157051;1;"9120";100;"Buiten";"Atlantic";0,58;1;148942,219856;204679,847856;2015-04-22;2015;"VBI157051_2";"9120";0,58;66,6438016528926;1,08658788131202;0,63022097116097
"VBI";2;157054;1;"9120";100;"Buiten";"Atlantic";0,69;1;151942,326856;204679,727856;2014-07-15;2014;"VBI157054_2";"9120";0,69;66,6438016528926;1,08658788131202;0,749745638105291
"VBI";1;157054;1;"9120";100;"Buiten";"Atlantic";1;1;151942,326856;204679,727856;1999-05-06;1999;"VBI157054_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;157063;1;"9120";100;"Buiten";"Atlantic";1;1;152942,254856;204179,833856;2014-09-19;2014;"VBI157063_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;157084;1;"9120";100;"Buiten";"Atlantic";1;1;149916,526856;202692,485856;1999-04-28;1999;"VBI157084_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;157084;1;"9120";100;"Buiten";"Atlantic";1;1;149916,526856;202692,485856;2015-04-14;2014;"VBI157084_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;157091;1;"9120";100;"Buiten";"Atlantic";0,84;1;148941,864856;202180,041856;2015-08-05;2015;"VBI157091_2";"9120";0,84;66,6438016528926;1,08658788131202;0,912733820302094
"VBI";2;157138;1;"91E0_vn";100;"Buiten";"Atlantic";1;0,65;147943,337856;199179,186856;2015-08-05;2014;"VBI157138_2";"91E0_vn";0,65;59,7625;1;0,65
"VBI";1;158033;1;"9120";70;"Buiten";"Atlantic";1;1;154890,023856;205707,374856;1999-05-06;1999;"VBI158033_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;158033;1;"9120";70;"Buiten";"Atlantic";1;1;154890,023856;205707,374856;2013-09-03;2013;"VBI158033_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;158069;1;"9160";100;"Binnen";"Atlantic";1;1;158942,061856;203679,799856;2012-05-08;2013;"VBI158069_2";"9160";1;73,8259259259259;1;1
"VBI";1;158069;1;"9160";100;"Binnen";"Atlantic";1;1;158942,061856;203679,799856;1999-05-06;1999;"VBI158069_1";"9160";1;73,8259259259259;1;1
"VBI";2;158103;1;"9120";100;"Binnen";"Atlantic";1;1;160909,899856;201641,263856;2012-05-10;2013;"VBI158103_2";"9120";1;61,3330985915493;1;1
"VBI";1;158103;1;"9120";100;"Binnen";"Atlantic";1;1;160909,899856;201641,263856;1999-05-06;1999;"VBI158103_1";"9120";1;61,3330985915493;1;1
"VBI";2;158118;1;"91E0_va";100;"Buiten";"Atlantic";1;1;159942,510856;200679,732856;2012-05-10;2013;"VBI158118_2";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";1;158118;1;"91E0_va";100;"Buiten";"Atlantic";1;1;159942,510856;200679,732856;1999-05-06;1999;"VBI158118_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;161033;1;"9190";70;"Buiten";"Atlantic";1;0,22;162942,244856;215679,930856;2011-06-27;2012;"VBI161033_2";"9190";0,22;75,7607142857143;1,32471960632478;0,291438313391452
"VBI";2;161082;1;"9120";70;"Buiten";"Atlantic";1;1;163946,648856;212683,129856;2011-06-30;2012;"VBI161082_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;161082;1;"9120";70;"Buiten";"Atlantic";1;1;163946,648856;212683,129856;1999-05-11;1998;"VBI161082_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;161085;1;"9120";100;"Binnen";"Atlantic";1;1;166942,036856;212679,775856;2011-05-12;2010;"VBI161085_2";"9120";1;61,3330985915493;1;1
"VBI";1;161085;1;"9120";100;"Binnen";"Atlantic";1;1;166942,036856;212679,775856;1999-05-11;1998;"VBI161085_1";"9120";1;61,3330985915493;1;1
"VBI";2;161093;1;"9120";100;"Buiten";"Atlantic";1;1;166949,570856;212170,443856;2011-05-12;2010;"VBI161093_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
