"IDPlots";"Habitattype";"Gebied";"SBZH";"Regio";"ID";"Date";"HabCode";"Jaar";"nOpnamesPlot";"OpnameNr";"RecentsteOpname";"DatasetToestand";"DatasetTrend";"PlotWeightToestand";"StratumWeightToestand";"WeightCombToestand";"PlotWeightTrend";"StratumWeightTrend";"WeightCombTrend"
"zw_05";"2160";"Zwinduinen";"Binnen";"Atlantic";"IV2017100113001542";2009-09-10;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"zw_05";"2160";"Zwinduinen";"Binnen";"Atlantic";"IV2017100113001543";2012-07-13;"2160";2012;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"bh_06";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000030";2009-07-09;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_06";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000031";2014-06-10;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_02";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000022";2008-08-14;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_02";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000023";2013-08-26;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_03";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000024";2008-08-14;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_03";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000025";2014-06-10;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_05";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000028";2009-07-09;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_05";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000029";2014-04-04;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_04";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000026";2008-08-14;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"bh_04";"2130_hd";"Baai van Heist";"Binnen";"Atlantic";"IV2017100113000027";2014-04-03;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_02";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000643";2007-08-02;"2190_mp";2007;2;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_02";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000644";2013-07-16;"2190_mp";2013;2;2;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_05";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000648";2007-08-02;"2190_mp";2007;2;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_05";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000649";2013-07-16;"2190_mp";2013;2;2;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_14";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000666";2007-08-13;"2190_mp";2007;3;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_14";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000667";2012-07-24;"2190_mp";2012;3;2;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_14";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000668";2015-07-30;"2190_mp";2015;3;3;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_04";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000647";2007-08-02;"2130_hd";2007;1;1;TRUE;FALSE;FALSE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_15";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000669";2009-07-22;"2130_hd";2009;3;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_15";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000670";2012-07-24;"2130_hd";2012;3;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_15";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000671";2015-07-30;"2130_hd";2015;3;3;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_16";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000672";2007-08-13;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_16";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000673";2012-07-26;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_20";"2130_hd";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000680";2008-05-13;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_20";"2130_hd";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000681";2012-05-14;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_18";"2130_hd";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000676";2008-05-13;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_18";"2130_hd";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000677";2012-05-14;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_10";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000658";2007-08-02;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_10";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000659";2012-05-09;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_17";"2130_hd";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000674";2009-06-16;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_17";"2130_hd";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000675";2014-06-23;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_19";"2170";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000678";2009-06-25;"2170";2009;2;1;FALSE;FALSE;TRUE;1;6,88181818181818;6,88181818181818;1;7,57;7,57
"ty_19";"2170";"Ter Yde (IWVA)";"Binnen";"Atlantic";"IV2017100113000679";2014-06-23;"2170";2014;2;2;TRUE;TRUE;TRUE;1;6,88181818181818;6,88181818181818;1;7,57;7,57
"ty_07";"2160";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000652";2009-07-24;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"ty_07";"2160";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000653";2014-06-25;"2160";2014;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"ty_06";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000650";2009-04-29;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_06";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000651";2012-05-09;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_08";"2160";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000654";2009-07-24;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"ty_08";"2160";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000655";2014-06-25;"2160";2014;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"ty_13";"2170";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000664";2007-08-13;"2170";2007;2;1;FALSE;FALSE;TRUE;1;6,88181818181818;6,88181818181818;1;7,57;7,57
"ty_13";"2170";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000665";2012-07-24;"2170";2012;2;2;TRUE;TRUE;TRUE;1;6,88181818181818;6,88181818181818;1;7,57;7,57
"ty_11";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000660";2007-08-13;"2190_mp";2007;3;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_11";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000661";2013-07-16;"2190_mp";2013;3;2;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_11";"2190_mp";"Ter Yde";"Binnen";"Atlantic";"IV2017112016344962";2017-12-31;"2190_mp";2017;3;3;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ty_12";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000662";2008-05-13;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ty_12";"2130_hd";"Ter Yde";"Binnen";"Atlantic";"IV2017100113000663";2012-05-09;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ha_06";"2130_hd";"Hannecart";"Binnen";"Atlantic";"IV2017100113000137";2007-07-30;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ha_06";"2130_hd";"Hannecart";"Binnen";"Atlantic";"IV2017100113000138";2012-07-19;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ha_05";"2130_hd";"Hannecart";"Binnen";"Atlantic";"IV2017100113000135";2007-08-29;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ha_05";"2130_hd";"Hannecart";"Binnen";"Atlantic";"IV2017100113000136";2012-07-19;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ha_11";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000147";2006-08-02;"2190";2006;5;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_11";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000148";2008-08-27;"2190";2008;5;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_11";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000149";2012-06-10;"2190";2012;5;3;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_11";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000150";2014-06-05;"2190";2014;5;4;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_11";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017112115424407";2017-12-31;"2190";2017;5;5;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_08";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000140";2006-08-05;"2190";2006;5;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_08";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000141";2007-08-29;"2190";2007;5;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_08";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000142";2009-07-10;"2190";2009;5;3;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_08";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000143";2012-07-18;"2190";2012;5;4;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_08";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000144";2015-08-07;"2190";2015;5;5;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_04";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000131";2006-08-05;"2190";2006;4;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_04";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000132";2008-08-29;"2190";2008;4;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_04";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000133";2009-09-01;"2190";2009;4;3;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_04";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000134";2015-08-07;"2190";2015;4;4;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_03";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000126";2006-08-05;"2190";2006;5;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_03";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000127";2007-07-26;"2190";2007;5;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_03";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000128";2009-06-30;"2190";2009;5;3;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_03";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000129";2012-06-10;"2190";2012;5;4;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_03";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000130";2015-08-07;"2190";2015;5;5;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_01";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000119";2006-08-05;"2190";2006;6;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_01";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000120";2007-07-26;"2190";2007;6;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_01";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000121";2008-08-28;"2190";2008;6;3;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_01";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000122";2009-06-30;"2190";2009;6;4;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_01";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000123";2012-06-10;"2190";2012;6;5;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_01";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000124";2015-08-05;"2190";2015;6;6;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_13";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000152";2009-06-25;"2190";2009;3;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_13";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017100113000153";2013-07-26;"2190";2013;3;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"ha_13";"2190_mp";"Hannecart";"Binnen";"Atlantic";"IV2017112116013021";2017-12-31;"2190";2017;3;3;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"zw_03";"2130_hd";"Groenpleinduinen";"Binnen";"Atlantic";"IV2017100113001539";2009-07-09;"2130_hd";2009;3;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"zw_03";"2130_hd";"Groenpleinduinen";"Binnen";"Atlantic";"IV2017100113001540";2013-06-12;"2130_hd";2013;3;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"zw_03";"2130_hd";"Groenpleinduinen";"Binnen";"Atlantic";"IV2017112810420668";2016-12-31;"2130_hd";2016;3;3;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"zw_29";"2130_hd";"Zwinduinen";"Binnen";"Atlantic";"IV2017100113001583";2012-05-29;"2130_hd";2012;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"zw_29";"2130_hd";"Zwinduinen";"Binnen";"Atlantic";"IV2017100113001584";2016-06-06;"2130_hd";2016;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_04";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000522";2006-07-07;"2130_hd";2006;4;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_04";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000523";2007-07-05;"2130_hd";2007;4;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_04";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000524";2010-07-14;"2130_hd";2010;4;3;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_04";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000525";2014-06-11;"2130_hd";2014;4;4;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"zw_34";"2130_hd";"Zwinduinen";"Binnen";"Atlantic";"IV2017100113001593";2009-05-07;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"zw_34";"2130_hd";"Zwinduinen";"Binnen";"Atlantic";"IV2017100113001594";2012-05-11;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"wz_26";"2130_hd";"Westhoek";"Binnen";"Atlantic";"IV2017100113001142";2009-04-29;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
