"Scenario";"Versie";"Habitattype";"Habitatsubtype";"Indicator";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"strooisellaag";"Binnen & Buiten";11;83,1725454545455;90,05;52,6;98,66
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"strooisellaag";"Binnen & Buiten";34;202,822980237154;88,7;72,04;95,99
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"strooisellaag";"Binnen & Buiten";23;119,650434782609;87,77;66,74;96,25
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"strooisellaag";"Binnen & Buiten";11;83,1725454545455;90,05;52,6;98,66
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_meso; 7140_oli";"structuurschade";"Binnen & Buiten";34;202,822980237154;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_meso";"structuurschade";"Binnen & Buiten";23;119,650434782609;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"structuurschade";"Binnen & Buiten";11;83,1725454545455;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"structuurschade";"Binnen & Buiten";34;202,822980237154;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"structuurschade";"Binnen & Buiten";23;119,650434782609;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"structuurschade";"Binnen & Buiten";11;83,1725454545455;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_meso; 7140_oli";"verbossing";"Binnen & Buiten";34;202,822980237154;69,18;50,75;83,02
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_meso";"verbossing";"Binnen & Buiten";23;119,650434782609;56,09;34,91;75,26
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"verbossing";"Binnen & Buiten";11;83,1725454545455;88,01;47,39;98,36
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"verbossing";"Binnen & Buiten";34;202,822980237154;77,4;58,87;89,12
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"verbossing";"Binnen & Buiten";23;119,650434782609;70,02;47,3;85,87
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"verbossing";"Binnen & Buiten";11;83,1725454545455;88,01;47,39;98,36
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_meso";"verruiging/vermossing/vergrassing";"Binnen & Buiten";23;119,650434782609;80,03;58,31;91,99
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"eutrofiëring";"Binnen & Buiten";34;202,822980237154;91,26;75,66;97,23
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"eutrofiëring";"Binnen & Buiten";23;119,650434782609;85,19;62,48;95,21
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"eutrofiëring";"Binnen & Buiten";11;83,1725454545455;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"invasieve exoten";"Binnen & Buiten";23;119,650434782609;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"vergrassing";"Binnen & Buiten";34;202,822980237154;67,95;48,28;82,8
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"vergrassing";"Binnen & Buiten";23;119,650434782609;94,84;80,78;98,77
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"vergrassing";"Binnen & Buiten";11;83,1725454545455;29,26;9,69;61,45
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"vermossing";"Binnen & Buiten";34;202,822980237154;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"vermossing";"Binnen & Buiten";23;119,650434782609;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"vermossing";"Binnen & Buiten";11;83,1725454545455;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso; 7140_oli";"verruiging";"Binnen & Buiten";34;202,822980237154;83,72;67,05;92,86
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_meso";"verruiging";"Binnen & Buiten";23;119,650434782609;78,33;56,2;91,06
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"verruiging";"Binnen & Buiten";11;83,1725454545455;91,49;56,87;98,87
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"verruiging";"Binnen & Buiten";11;83,1725454545455;91,49;55,15;98,95
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"bedekking sleutelsoorten";"Binnen & Buiten";11;83,1725454545455;30,94;9,57;65,47
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"bedekking sleutelsoorten";"Binnen & Buiten";11;83,1725454545455;57,55;26,31;83,74
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"hoogveenontwikkeling";"Binnen & Buiten";11;83,1725454545455;73,5;39,34;92,22
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"veenmossen";"Binnen & Buiten";11;83,1725454545455;55,16;25;81,95
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";7140;"7140_oli";"vergrassing/vermossing";"Binnen & Buiten";11;83,1725454545455;29,26;9,3;62,51
"Combinatie crikelplot en vegetatieplot";"Versie 3";7140;"7140_oli";"bedekking veenmossen";"Binnen & Buiten";11;83,1725454545455;8,87;1,57;37,34
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"bedekking sleutelsoorten";"Binnen & Buiten";66;364,842569607843;35,38;23,92;48,82
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"bedekking sleutelsoorten";"Binnen";52;252,945902941176;38,01;25,22;52,72
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo; 6230_ha";"bedekking sleutelsoorten";"Buiten";14;111,896666666667;29,43;11,18;58,02
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_ha";"bedekking sleutelsoorten";"Binnen & Buiten";18;135,174596078431;6,73;1,52;25,25
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"bedekking sleutelsoorten";"Binnen & Buiten";23;92,84415;46,49;26,38;67,81
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"bedekking sleutelsoorten";"Binnen & Buiten";24;135,023823529412;56,9;35,53;75,97
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"bedekking sleutelsoorten";"Binnen & Buiten";1;1,8;0;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"bedekking sleutelsoorten";"Binnen & Buiten";66;364,842569607843;46,53;33,07;60,51
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"bedekking sleutelsoorten";"Binnen";52;252,945902941176;52,47;37,66;66,85
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"bedekking sleutelsoorten";"Buiten";14;111,896666666667;33,1;13,14;61,81
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"bedekking sleutelsoorten";"Binnen & Buiten";18;135,174596078431;21,88;8,1;47,07
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"bedekking sleutelsoorten";"Binnen & Buiten";23;92,84415;62,45;39,76;80,73
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"bedekking sleutelsoorten";"Binnen & Buiten";24;135,023823529412;60,88;38,82;79,23
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"bedekking sleutelsoorten";"Binnen & Buiten";1;1,8;0;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_hnk";"hoogopschietende soorten";"Binnen & Buiten";48;229,667973529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_hnk";"hoogopschietende soorten";"Binnen";37;168,837973529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo";"hoogopschietende soorten";"Buiten";11;60,83;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"hoogopschietende soorten";"Binnen & Buiten";23;92,84415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"hoogopschietende soorten";"Binnen & Buiten";24;135,023823529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"hoogopschietende soorten";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_hnk";"horizontale structuur";"Binnen & Buiten";48;229,667973529412;93,12;81,95;97,58
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_hnk";"horizontale structuur";"Binnen";37;168,837973529412;90,64;76,16;96,71
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo";"horizontale structuur";"Buiten";11;60,83;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"horizontale structuur";"Binnen & Buiten";23;92,84415;90,71;69,03;97,72
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"horizontale structuur";"Binnen & Buiten";24;135,023823529412;96,02;76,04;99,46
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"horizontale structuur";"Binnen & Buiten";1;1,8;0;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha";"sleutelsoorten";"Binnen & Buiten";65;363,042569607843;46,36;32,86;60,42
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha";"sleutelsoorten";"Binnen";51;251,145902941176;46,53;32,32;61,33
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo; 6230_ha";"sleutelsoorten";"Buiten";14;111,896666666667;45,97;19,47;74,97
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_ha";"sleutelsoorten";"Binnen & Buiten";18;135,174596078431;9,64;2,81;28,23
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"sleutelsoorten";"Binnen & Buiten";23;92,84415;59,6;37,52;78,38
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"sleutelsoorten";"Binnen & Buiten";24;135,023823529412;74,02;51,45;88,45
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"sleutelsoorten";"Binnen & Buiten";66;364,842569607843;79,13;65,11;88,51
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"sleutelsoorten";"Binnen";52;252,945902941176;77,03;61,14;87,72
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"sleutelsoorten";"Buiten";14;111,896666666667;83,87;49,37;96,52
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"sleutelsoorten";"Binnen & Buiten";18;135,174596078431;73,34;44,25;90,51
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"sleutelsoorten";"Binnen & Buiten";23;92,84415;75,8;52,24;89,97
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"sleutelsoorten";"Binnen & Buiten";24;135,023823529412;86,92;63,94;96,14
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"sleutelsoorten";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"strooisellaag";"Binnen & Buiten";66;364,842569607843;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"strooisellaag";"Binnen";52;252,945902941176;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo; 6230_ha";"strooisellaag";"Buiten";14;111,896666666667;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_ha";"strooisellaag";"Binnen & Buiten";18;135,174596078431;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"strooisellaag";"Binnen & Buiten";23;92,84415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"strooisellaag";"Binnen & Buiten";24;135,023823529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"strooisellaag";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"strooisellaag";"Binnen & Buiten";66;364,842569607843;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"strooisellaag";"Binnen";52;252,945902941176;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"strooisellaag";"Buiten";14;111,896666666667;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"strooisellaag";"Binnen & Buiten";18;135,174596078431;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"strooisellaag";"Binnen & Buiten";23;92,84415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"strooisellaag";"Binnen & Buiten";24;135,023823529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"strooisellaag";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verbossing/verstruweling";"Binnen & Buiten";66;364,842569607843;94,05;86,08;97,59
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verbossing/verstruweling";"Binnen";52;252,945902941176;92,99;82,37;97,41
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo; 6230_ha";"verbossing/verstruweling";"Buiten";14;111,896666666667;96,46;77,2;99,55
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_ha";"verbossing/verstruweling";"Binnen & Buiten";18;135,174596078431;92,56;73,16;98,27
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"verbossing/verstruweling";"Binnen & Buiten";23;92,84415;95,45;73,43;99,38
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"verbossing/verstruweling";"Binnen & Buiten";24;135,023823529412;94,51;79,86;98,68
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"verbossing/verstruweling";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"vergrassing";"Binnen & Buiten";23;92,84415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"vergrassing";"Binnen";20;80,52415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"vergrassing";"Buiten";3;12,32;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verruiging";"Binnen & Buiten";66;364,842569607843;95;86,78;98,21
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verruiging";"Binnen";52;252,945902941176;92,78;81,56;97,39
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo; 6230_ha";"verruiging";"Buiten";14;111,896666666667;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_ha";"verruiging";"Binnen & Buiten";18;135,174596078431;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"verruiging";"Binnen & Buiten";23;92,84415;80,34;56,84;92,69
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"verruiging";"Binnen & Buiten";24;135,023823529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"verruiging";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"vervilting";"Binnen & Buiten";66;364,842569607843;57,6;42,5;71,4
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"vervilting";"Binnen";52;252,945902941176;67,52;52,38;79,71
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn; 6230_hmo; 6230_ha";"vervilting";"Buiten";14;111,896666666667;35,16;14,36;63,7
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_ha";"vervilting";"Binnen & Buiten";18;135,174596078431;41,02;18,82;67,59
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hmo";"vervilting";"Binnen & Buiten";23;92,84415;81,25;59,86;92,64
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hn";"vervilting";"Binnen & Buiten";24;135,023823529412;57,37;36,01;76,29
"Combinatie crikelplot en vegetatieplot";"Versie 2.0";6230;"6230_hnk";"vervilting";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"eutrofiëring";"Binnen & Buiten";66;364,842569607843;86,18;71,93;93,81
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"eutrofiëring";"Binnen";52;252,945902941176;90,16;77,93;95,96
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"eutrofiëring";"Buiten";14;111,896666666667;77,18;41,12;94,25
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"eutrofiëring";"Binnen & Buiten";18;135,174596078431;73,54;44,04;90,75
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"eutrofiëring";"Binnen & Buiten";23;92,84415;92,47;73,34;98,21
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"eutrofiëring";"Binnen & Buiten";24;135,023823529412;94,31;68,7;99,21
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"eutrofiëring";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verbossing";"Binnen & Buiten";66;364,842569607843;94,05;86,08;97,59
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verbossing";"Binnen";52;252,945902941176;92,99;82,37;97,41
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"verbossing";"Buiten";14;111,896666666667;96,46;77,2;99,55
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"verbossing";"Binnen & Buiten";18;135,174596078431;92,56;73,16;98,27
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"verbossing";"Binnen & Buiten";23;92,84415;95,45;73,43;99,38
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"verbossing";"Binnen & Buiten";24;135,023823529412;94,51;79,86;98,68
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"verbossing";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verbraming";"Binnen & Buiten";66;364,842569607843;97,5;84,12;99,65
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"verbraming";"Binnen";52;252,945902941176;96,39;78,38;99,5
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"verbraming";"Buiten";14;111,896666666667;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"verbraming";"Binnen & Buiten";18;135,174596078431;93,25;63,7;99,09
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"verbraming";"Binnen & Buiten";23;92,84415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"verbraming";"Binnen & Buiten";24;135,023823529412;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"verbraming";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"verdroging";"Binnen & Buiten";23;92,84415;81,25;59,48;92,74
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"verdroging";"Binnen";20;80,52415;78,38;54,48;91,65
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"verdroging";"Buiten";3;12,32;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"vergrassing inclusief vervilting";"Binnen & Buiten";66;364,842569607843;63,17;47,24;76,66
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"vergrassing inclusief vervilting";"Binnen";52;252,945902941176;73,72;58,76;84,67
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"vergrassing inclusief vervilting";"Buiten";14;111,896666666667;39,32;16,46;68,07
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"vergrassing inclusief vervilting";"Binnen & Buiten";18;135,174596078431;41,7;19,25;68,22
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"vergrassing inclusief vervilting";"Binnen & Buiten";23;92,84415;74,81;52,95;88,69
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"vergrassing inclusief vervilting";"Binnen & Buiten";24;135,023823529412;76,16;51,55;90,56
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"vergrassing inclusief vervilting";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"vermossing";"Binnen & Buiten";66;364,842569607843;95,29;85,75;98,55
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo; 6230_hn; 6230_ha; 6230_hnk";"vermossing";"Binnen";52;252,945902941176;95,29;82,09;98,89
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn; 6230_hmo; 6230_ha";"vermossing";"Buiten";14;111,896666666667;95,28;71,47;99,39
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_ha";"vermossing";"Binnen & Buiten";18;135,174596078431;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"vermossing";"Binnen & Buiten";23;92,84415;89,76;66,6;97,47
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hn";"vermossing";"Binnen & Buiten";24;135,023823529412;94,31;68,7;99,21
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hnk";"vermossing";"Binnen & Buiten";1;1,8;100;NA;NA
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"vernatting";"Binnen & Buiten";23;92,84415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"vernatting";"Binnen";20;80,52415;100;100;100
"Combinatie crikelplot en vegetatieplot";"Versie 3";6230;"6230_hmo";"vernatting";"Buiten";3;12,32;100;NA;NA
