"Meetnet";"ID";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Belang";"Status_indicator";"Verschilscore";"Regio";"PolygonWeight";"PolygonWeight_std"
"PINK";"Polygoon1";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";9813;754,846153846154
"PINK";"Polygoon1";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";9813;754,846153846154
"PINK";"Polygoon1";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";9813;754,846153846154
"PINK";"Polygoon1";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";9813;754,846153846154
"PINK";"Polygoon1";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";9813;754,846153846154
"PINK";"Polygoon1";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";9813;754,846153846154
"PINK";"Polygoon1";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";9813;754,846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";TRUE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";20;1,53846153846154
"PINK";"Polygoon10";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";TRUE;NA;"Atlantic";20;1,53846153846154
"PINK";"Polygoon100";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";60;4,61538461538461
"PINK";"Polygoon100";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";60;4,61538461538461
"PINK";"Polygoon101";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";308;23,6923076923077
"PINK";"Polygoon101";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";308;23,6923076923077
"PINK";"Polygoon102";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";22;1,69230769230769
"PINK";"Polygoon102";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";22;1,69230769230769
"PINK";"Polygoon103";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";1400;107,692307692308
"PINK";"Polygoon103";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";1400;107,692307692308
"PINK";"Polygoon104";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";49;3,76923076923077
"PINK";"Polygoon104";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";49;3,76923076923077
"PINK";"Polygoon105";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";FALSE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";FALSE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";1692;130,153846153846
"PINK";"Polygoon105";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";1692;130,153846153846
"PINK";"Polygoon106";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";FALSE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";FALSE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";617;47,4615384615385
"PINK";"Polygoon106";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";617;47,4615384615385
"PINK";"Polygoon107";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";524;40,3076923076923
"PINK";"Polygoon107";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";524;40,3076923076923
"PINK";"Polygoon108";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";282;21,6923076923077
"PINK";"Polygoon108";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";282;21,6923076923077
"PINK";"Polygoon109";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";92;7,07692307692308
"PINK";"Polygoon109";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";92;7,07692307692308
"PINK";"Polygoon11";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";TRUE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";TRUE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";TRUE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";43;3,30769230769231
"PINK";"Polygoon11";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";TRUE;NA;"Atlantic";43;3,30769230769231
"PINK";"Polygoon110";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";548;42,1538461538462
"PINK";"Polygoon110";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";548;42,1538461538462
"PINK";"Polygoon111";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";45;3,46153846153846
"PINK";"Polygoon111";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";45;3,46153846153846
"PINK";"Polygoon112";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";TRUE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";160;12,3076923076923
"PINK";"Polygoon112";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";160;12,3076923076923
"PINK";"Polygoon113";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 3";"Vegetatie";"aanvullende sleutelsoorten";"b";FALSE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 3";"Vegetatie";"structuurvormende sleutelsoorten";"b";TRUE;0,105263157894737;"Atlantic";51;3,92307692307692
"PINK";"Polygoon113";"2110";"2110";"Versie 3";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";51;3,92307692307692
"PINK";"Polygoon114";"2110";"2110";"Versie 2.0";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";56;4,30769230769231
"PINK";"Polygoon114";"2110";"2110";"Versie 2.0";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";56;4,30769230769231
"PINK";"Polygoon114";"2110";"2110";"Versie 2.0";"Structuur";"vorming vloedmerk";"b";NA;NA;"Atlantic";56;4,30769230769231
"PINK";"Polygoon114";"2110";"2110";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";FALSE;NA;"Atlantic";56;4,30769230769231
"PINK";"Polygoon114";"2110";"2110";"Versie 2.0";"Verstoring";"recreatie";"b";FALSE;NA;"Atlantic";56;4,30769230769231
"PINK";"Polygoon114";"2110";"2110";"Versie 3";"Structuur";"dynamiek";"zb";TRUE;NA;"Atlantic";56;4,30769230769231
"PINK";"Polygoon114";"2110";"2110";"Versie 3";"Structuur";"oppervlakte";"zb";FALSE;NA;"Atlantic";56;4,30769230769231
