"Meetnet";"ID";"IDPlots";"Jaar";"Habitattype";"Habitatsubtype";"HabCode";"Versie";"Criterium";"Indicator";"Belang";"Status_indicator";"Verschilscore";"SBZH";"Regio";"DatasetToestand";"PlotWeightToestand";"StratumWeightToestand";"WeightCombToestand";"DatasetTrend";"PlotWeightTrend";"StratumWeightTrend";"WeightCombTrend"
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,75;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"invasieve exoten";"zb";TRUE;0;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overige exoten";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"vergrassing";"zb";TRUE;0,866666666666667;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000004";"bd_05";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het droog tot vochtig duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,734666666666667;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,5;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"vergrassing/verbraming";"zb";TRUE;0,933333333333333;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b;";FALSE;-0,9602;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"invasieve exoten";"zb";TRUE;0;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overige exoten";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"vergrassing";"zb";TRUE;0,933333333333333;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000006";"bd_07";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het droog tot vochtig duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,734666666666667;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,5;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"vergrassing/verbraming";"zb";TRUE;0,333333333333333;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b;";FALSE;-0,822986;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,75;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"invasieve exoten";"zb";TRUE;0;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overige exoten";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"vergrassing";"zb";TRUE;0,333333333333333;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000010";"bd_11";2012;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het droog tot vochtig duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"vergrassing/verbraming";"zb";TRUE;0,866666666666667;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b;";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"invasieve exoten";"zb";TRUE;0;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overige exoten";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"vergrassing";"zb";TRUE;0,866666666666667;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000013";"bd_14";2014;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het droog tot vochtig duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,866666666666667;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,75;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"vergrassing/verbraming";"zb";TRUE;0,802666666666667;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;0,966666666666667;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b;";FALSE;-0,98;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"invasieve exoten";"zb";TRUE;0;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"overige exoten";"b";TRUE;0,9;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"vergrassing";"zb";TRUE;0,802666666666667;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000022";"bh_02";2008;"2130";"2130_hd";"2130_hd";"Versie 3";"Verstoring";"verruiging";"zb";TRUE;0,9;"Binnen";"Atlantic";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het droog tot vochtig duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,866666666666667;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het droog tot vochtig kalkrijk duingrasland";"b";FALSE;-1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Vegetatie";"sleutelsoorten van het kalkrijk mosduin en pionierduingrasland";"b";FALSE;-0,75;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"overbetreding";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verbossing";"b";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"vergrassing/verbraming";"zb";TRUE;0,647121066666666;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
"PINK";"IV2017100113000023";"bh_02";2013;"2130";"2130_hd";"2130_hd";"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;1;"Binnen";"Atlantic";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376
