"Meetnet";"Periode";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI";2;"VBI148087_2";"148087";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI148087_2";"148087";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;2;70;0
"VBI";2;"VBI148095_2";"148095";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI148095_2";"148095";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI154004_2";"154004";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;11;3;36,3636363636364;0
"VBI";2;"VBI154004_2";"154004";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;10;3;40;0
"VBI";2;"VBI154013_2";"154013";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;8;11;1;72,7272727272727;0
"VBI";2;"VBI154013_2";"154013";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;9;10;0;90;1
"VBI";2;"VBI154019_2";"154019";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;4;11;2;36,3636363636364;0
"VBI";2;"VBI154019_2";"154019";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;5;10;2;50;0
"VBI";2;"VBI154032_2";"154032";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";0,79;66,6438016528926;0,858404426236493;5;11;3;45,4545454545455;0
"VBI";2;"VBI154032_2";"154032";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";0,79;66,6438016528926;0,858404426236493;5;10;3;50;0
"VBI";2;"VBI154072_2";"154072";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;2;54,5454545454545;0
"VBI";2;"VBI154072_2";"154072";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI154091_2";"154091";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;1;72,7272727272727;0
"VBI";2;"VBI154091_2";"154091";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI154101_2";"154101";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,79;66,6438016528926;0,858404426236493;6;11;2;54,5454545454545;0
"VBI";2;"VBI154101_2";"154101";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,79;66,6438016528926;0,858404426236493;6;10;2;60;0
"VBI";2;"VBI157029_2";"157029";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;2;63,6363636363636;0
"VBI";2;"VBI157029_2";"157029";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;2;70;0
"VBI";2;"VBI157051_2";"157051";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,58;66,6438016528926;0,63022097116097;6;11;3;54,5454545454545;0
"VBI";2;"VBI157051_2";"157051";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,58;66,6438016528926;0,63022097116097;5;10;3;50;0
"VBI";2;"VBI157054_2";"157054";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,69;66,6438016528926;0,749745638105291;6;11;2;54,5454545454545;0
"VBI";2;"VBI157054_2";"157054";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,69;66,6438016528926;0,749745638105291;6;10;2;60;0
"VBI";2;"VBI157063_2";"157063";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;2;72,7272727272727;0
"VBI";2;"VBI157063_2";"157063";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;2;70;0
"VBI";2;"VBI157084_2";"157084";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;2;54,5454545454545;0
"VBI";2;"VBI157084_2";"157084";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;3;50;0
"VBI";2;"VBI157091_2";"157091";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,84;66,6438016528926;0,912733820302094;6;11;2;54,5454545454545;0
"VBI";2;"VBI157091_2";"157091";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,84;66,6438016528926;0,912733820302094;5;10;3;50;0
"VBI";2;"VBI157138_2";"157138";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,65;59,7625;0,65;7;10;1;70;0
"VBI";2;"VBI157138_2";"157138";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,65;59,7625;0,65;7;10;1;70;0
"VBI";2;"VBI158033_2";"158033";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI158033_2";"158033";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;1;60;0
"VBI";2;"VBI158069_2";"158069";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;6;10;2;60;0
"VBI";2;"VBI158069_2";"158069";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;6;10;3;60;0
"VBI";2;"VBI158103_2";"158103";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI158103_2";"158103";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI158118_2";"158118";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;7;10;2;70;0
"VBI";2;"VBI158118_2";"158118";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;7;10;3;70;0
"VBI";2;"VBI161033_2";"161033";"9190";"9190";70;"Versie 2.0";"Buiten";"Atlantic";0,22;75,7607142857143;0,291438313391452;7;11;1;63,6363636363636;0
"VBI";2;"VBI161033_2";"161033";"9190";"9190";70;"Versie 3";"Buiten";"Atlantic";0,22;75,7607142857143;0,291438313391452;6;10;1;60;0
"VBI";2;"VBI161082_2";"161082";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;2;63,6363636363636;0
"VBI";2;"VBI161082_2";"161082";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI161085_2";"161085";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI161085_2";"161085";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;5;10;2;50;0
"VBI";2;"VBI161093_2";"161093";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI161093_2";"161093";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;2;50;0
"VBI";2;"VBI161095_2";"161095";"91E0";"91E0_vm";80;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;6;10;2;60;0
"VBI";2;"VBI161095_2";"161095";"91E0";"91E0_vm";80;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;2;70;0
"VBI";2;"VBI161102_2";"161102";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;6;10;1;60;0
"VBI";2;"VBI161102_2";"161102";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;6;10;1;60;0
"VBI";2;"VBI161111_2";"161111";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,84;61,3330985915493;0,84;6;11;1;54,5454545454545;0
"VBI";2;"VBI161111_2";"161111";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,84;61,3330985915493;0,84;6;10;2;60;0
"VBI";2;"VBI161114_2";"161114";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;5;10;2;50;0
"VBI";2;"VBI161114_2";"161114";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;6;10;2;60;0
"VBI";2;"VBI161129_2";"161129";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";0,95;52,8133333333333;0,95;8;10;1;80;0
"VBI";2;"VBI161129_2";"161129";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";0,95;52,8133333333333;0,95;8;10;1;80;0
"VBI";2;"VBI161130_2";"161130";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;0;70;1
"VBI";2;"VBI161130_2";"161130";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;0;80;1
"VBI";2;"VBI161132_2";"161132";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI161132_2";"161132";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;10;2;40;0
"VBI";2;"VBI161133_2";"161133";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,44;66,6438016528926;0,478098667777287;6;11;1;54,5454545454545;0
"VBI";2;"VBI161133_2";"161133";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,44;66,6438016528926;0,478098667777287;7;10;1;70;0
"VBI";2;"VBI162019_2";"162019";"9120";"9120";80;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;4;11;2;36,3636363636364;0
"VBI";2;"VBI162019_2";"162019";"9120";"9120";80;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;5;10;2;50;0
"VBI";2;"VBI162025_2";"162025";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373;6;11;1;54,5454545454545;0
"VBI";2;"VBI162025_2";"162025";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373;7;10;1;70;0
"VBI";2;"VBI162027_2";"162027";"9190";"9190";70;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;6;11;1;54,5454545454545;0
"VBI";2;"VBI162027_2";"162027";"9190";"9190";70;"Versie 3";"Binnen";"Atlantic";1;57,19;1;7;10;1;70;0
"VBI";2;"VBI162035_2";"162035";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;9;11;0;81,8181818181818;1
"VBI";2;"VBI162035_2";"162035";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;9;10;0;90;1
"VBI";2;"VBI162042_2";"162042";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;11;1;54,5454545454545;0
"VBI";2;"VBI162042_2";"162042";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;8;10;0;80;1
"VBI";2;"VBI162043_2";"162043";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,5;61,3330985915493;0,5;10;11;0;90,9090909090909;1
"VBI";2;"VBI162043_2";"162043";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,5;61,3330985915493;0,5;9;10;0;90;1
"VBI";2;"VBI162051_2";"162051";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,95;106,804761904762;1,92119143794857;3;10;3;30;0
"VBI";2;"VBI162051_2";"162051";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,95;106,804761904762;1,92119143794857;4;10;4;40;0
"VBI";2;"VBI162090_2";"162090";"9120";"9120";50;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI162090_2";"162090";"9120";"9120";50;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI162090_2";"162090";"9120";"9120";50;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI162090_2";"162090";"9120";"9120";50;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;7;10;1;70;0
"VBI";2;"VBI162090_2";"162090";"9160";"9160";50;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;10;1;60;0
"VBI";2;"VBI162090_2";"162090";"9160";"9160";50;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;6;10;1;60;0
"VBI";2;"VBI162090_2";"162090";"9160";"9160";50;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI162090_2";"162090";"9160";"9160";50;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;7;10;1;70;0
"VBI";2;"VBI162098_2";"162098";"9160";"9160";60;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;7;10;1;70;0
"VBI";2;"VBI162098_2";"162098";"9160";"9160";60;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;8;10;1;80;0
"VBI";2;"VBI162100_2";"162100";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI162100_2";"162100";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI162129_2";"162129";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;9;11;0;81,8181818181818;1
"VBI";2;"VBI162129_2";"162129";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;9;10;0;90;1
"VBI";2;"VBI163058_2";"163058";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;5;10;1;50;0
"VBI";2;"VBI163058_2";"163058";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;6;10;1;60;0
"VBI";2;"VBI163147_2";"163147";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI163147_2";"163147";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI164124_2";"164124";"91E0";"91E0_vm";70;"Versie 2.0";"Binnen";"Atlantic";0,77;68,8035714285714;0,77;6;10;2;60;0
"VBI";2;"VBI164124_2";"164124";"91E0";"91E0_vm";70;"Versie 3";"Binnen";"Atlantic";0,77;68,8035714285714;0,77;8;10;1;80;0
"VBI";2;"VBI164126_2";"164126";"9190";"9190";80;"Versie 2.0";"Buiten";"Atlantic";0,52;75,7607142857143;0,688854195288887;5;11;2;45,4545454545455;0
"VBI";2;"VBI164126_2";"164126";"9190";"9190";80;"Versie 3";"Buiten";"Atlantic";0,52;75,7607142857143;0,688854195288887;5;10;2;50;0
"VBI";2;"VBI165046_2";"165046";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;6;11;2;54,5454545454545;0
"VBI";2;"VBI165046_2";"165046";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;6;10;3;60;0
"VBI";2;"VBI166092_2";"166092";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;11;1;36,3636363636364;0
"VBI";2;"VBI166092_2";"166092";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;10;1;40;0
"VBI";2;"VBI166156_2";"166156";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI166156_2";"166156";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI167001_2";"167001";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;5;11;3;45,4545454545455;0
"VBI";2;"VBI167001_2";"167001";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;6;10;3;60;0
"VBI";2;"VBI167132_2";"167132";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI167132_2";"167132";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI167133_2";"167133";"9120";"9120";60;"Versie 2.0";"Buiten";"Atlantic";0,84;66,6438016528926;0,912733820302094;6;11;3;54,5454545454545;0
"VBI";2;"VBI167133_2";"167133";"9120";"9120";60;"Versie 3";"Buiten";"Atlantic";0,84;66,6438016528926;0,912733820302094;5;10;3;50;0
"VBI";2;"VBI167136_2";"167136";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;1;45,4545454545455;0
"VBI";2;"VBI167136_2";"167136";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;1;50;0
"VBI";2;"VBI168107_2";"168107";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";0,98;66,6438016528926;1,06485612368578;6;11;2;54,5454545454545;0
"VBI";2;"VBI168107_2";"168107";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";0,98;66,6438016528926;1,06485612368578;5;10;2;50;0
"VBI";2;"VBI168147_2";"168147";"9190";"9190";70;"Versie 2.0";"Buiten";"Atlantic";0,21;75,7607142857143;0,278191117328204;5;11;2;45,4545454545455;0
"VBI";2;"VBI168147_2";"168147";"9190";"9190";70;"Versie 3";"Buiten";"Atlantic";0,21;75,7607142857143;0,278191117328204;5;10;2;50;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vm";50;"Versie 2.0";"Binnen";"Atlantic";1;27,7333333333333;1;3;10;2;30;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vm";50;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;3;10;2;30;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vm";50;"Versie 3";"Binnen";"Atlantic";1;27,7333333333333;1;4;10;2;40;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vm";50;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;4;10;2;40;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vo";50;"Versie 2.0";"Binnen";"Atlantic";1;27,7333333333333;1;3;10;2;30;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vo";50;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;3;10;2;30;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vo";50;"Versie 3";"Binnen";"Atlantic";1;27,7333333333333;1;3;10;3;30;0
"VBI";2;"VBI172052_2";"172052";"91E0";"91E0_vo";50;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;3;10;3;30;0
"VBI";2;"VBI172060_2";"172060";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,58;75,7607142857143;0,768337371668373;4;11;2;36,3636363636364;0
"VBI";2;"VBI172060_2";"172060";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,58;75,7607142857143;0,768337371668373;5;10;2;50;0
"VBI";2;"VBI172099_2";"172099";"91E0";"91E0_vo";50;"Versie 2.0";"Binnen";"Atlantic";1;27,7333333333333;1;5;10;2;50;0
"VBI";2;"VBI172099_2";"172099";"91E0";"91E0_vo";50;"Versie 3";"Binnen";"Atlantic";1;27,7333333333333;1;7;10;2;70;0
"VBI";2;"VBI172100_2";"172100";"91E0";"91E0_vm";70;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;6;10;2;60;0
"VBI";2;"VBI172100_2";"172100";"91E0";"91E0_vm";70;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;2;70;0
"VBI";2;"VBI173155_2";"173155";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";0,05;27,7333333333333;0,05;5;10;1;50;0
"VBI";2;"VBI173155_2";"173155";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";0,05;27,7333333333333;0,05;6;10;1;60;0
"VBI";2;"VBI175007_2";"175007";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;6;10;1;60;0
"VBI";2;"VBI175007_2";"175007";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;6;10;1;60;0
"VBI";2;"VBI175008_2";"175008";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;4;10;3;40;0
"VBI";2;"VBI175008_2";"175008";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;4;10;3;40;0
"VBI";2;"VBI175051_2";"175051";"91E0";"91E0_vn";70;"Versie 2.0";"Binnen";"Atlantic";0,57;124,157142857143;1,18418023724863;5;10;1;50;0
"VBI";2;"VBI175051_2";"175051";"91E0";"91E0_vn";70;"Versie 3";"Binnen";"Atlantic";0,57;124,157142857143;1,18418023724863;5;10;1;50;0
"VBI";2;"VBI175130_2";"175130";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;11;1;63,6363636363636;0
"VBI";2;"VBI175130_2";"175130";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;8;10;1;80;0
"VBI";2;"VBI175146_2";"175146";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";0,65;113,1;1,06847651180898;6;10;0;60;1
"VBI";2;"VBI175146_2";"175146";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";0,65;113,1;1,06847651180898;6;10;1;60;0
"VBI";2;"VBI176073_2";"176073";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;4;10;2;40;0
"VBI";2;"VBI176073_2";"176073";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;4;10;2;40;0
"VBI";2;"VBI177091_2";"177091";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;11;1;63,6363636363636;0
"VBI";2;"VBI177091_2";"177091";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;10;1;70;0
"VBI";2;"VBI181003_2";"181003";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";1;27,7333333333333;1;5;10;2;50;0
"VBI";2;"VBI181003_2";"181003";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";1;27,7333333333333;1;7;10;2;70;0
"VBI";2;"VBI181035_2";"181035";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;6;10;2;60;0
"VBI";2;"VBI181035_2";"181035";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;5;10;3;50;0
"VBI";2;"VBI181060_2";"181060";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";0,63;59,7625;0,63;4;10;1;40;0
"VBI";2;"VBI181060_2";"181060";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";0,63;59,7625;0,63;4;10;1;40;0
"VBI";2;"VBI181085_2";"181085";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,65;59,7625;0,65;5;10;2;50;0
"VBI";2;"VBI181085_2";"181085";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,65;59,7625;0,65;5;10;2;50;0
"VBI";2;"VBI181155_2";"181155";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,91;75,7607142857143;1,20549484175555;4;11;2;36,3636363636364;0
"VBI";2;"VBI181155_2";"181155";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,91;75,7607142857143;1,20549484175555;4;10;2;40;0
"VBI";2;"VBI182151_2";"182151";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;5;11;3;45,4545454545455;0
"VBI";2;"VBI182151_2";"182151";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;7;10;2;70;0
"VBI";2;"VBI182152_2";"182152";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,84;68,8035714285714;0,84;8;10;1;80;0
"VBI";2;"VBI182152_2";"182152";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,84;68,8035714285714;0,84;9;10;1;90;0
"VBI";2;"VBI182157_2";"182157";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;11;2;54,5454545454545;0
"VBI";2;"VBI182157_2";"182157";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;6;10;2;60;0
"VBI";2;"VBI182158_2";"182158";"9190";"9190";70;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;8;11;1;72,7272727272727;0
"VBI";2;"VBI182158_2";"182158";"9190";"9190";70;"Versie 3";"Binnen";"Atlantic";1;57,19;1;9;10;1;90;0
"VBI";2;"VBI182160_2";"182160";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;5;10;1;50;0
"VBI";2;"VBI182160_2";"182160";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;5;10;1;50;0
"VBI";2;"VBI183153_2";"183153";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;0;80;1
"VBI";2;"VBI183153_2";"183153";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;0;80;1
"VBI";2;"VBI185023_2";"185023";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;3;11;3;27,2727272727273;0
"VBI";2;"VBI185023_2";"185023";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;2;10;3;20;0
"VBI";2;"VBI185143_2";"185143";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,71;66,6438016528926;0,771477395731532;5;11;3;45,4545454545455;0
