"ID";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"501046";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"501046";"6510";"6510_hu";"verbossing";"bedekking verbossing";"7";"Percentage";NA;"%";"Verstoring";"verbossing"
"528582";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"528582";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"556006";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"556006";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"576033";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"576033";"6510";"6510_hu";"verbossing";"bedekking verbossing";"60";"Percentage";NA;"%";"Verstoring";"verbossing"
"589110";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"589110";"6510";"6510_hu";"verbossing";"bedekking verbossing";"3";"Percentage";NA;"%";"Verstoring";"verbossing"
"589698";"6510";"6510_huk";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"589698";"6510";"6510_huk";"verbossing";"bedekking verbossing";"30";"Percentage";NA;"%";"Verstoring";"verbossing"
"605493";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"605493";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"63270";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"63270";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"636561";"6510";"6510_hus";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"636561";"6510";"6510_hus";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"643970";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"643970";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"659794";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"100";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"659794";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"676914";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"676914";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"677174";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"677174";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"720369";"6510";"6510_hua";"strooisellaag";"bedekking strooisellaag";"1";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"720369";"6510";"6510_hua";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"78294";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"78294";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"79986";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"79986";"6510";"6510_hu";"verbossing";"bedekking verbossing";"5";"Percentage";NA;"%";"Verstoring";"verbossing"
"845457";"6510";"6510_hua";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"845457";"6510";"6510_hua";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"968217";"6510";"6510_hua";"strooisellaag";"bedekking strooisellaag";"5";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"968217";"6510";"6510_hua";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"980625";"6510";"6510_hua";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"980625";"6510";"6510_hua";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"99521";"6510";"6510_hu";"strooisellaag";"bedekking strooisellaag";"28";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"99521";"6510";"6510_hu";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
