"";"ID";"Habitattype";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Belang";"Kwaliteitsniveau";"BeoordelingID";"Status_indicator";"Verschilscore"
"54";"Berwijn_03_17/07/2017";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,983333333333333
"55";"Berwijn_03_17/07/2017";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;1
"56";"Berwijn_03_17/07/2017";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"57";"Berwijn_03_17/07/2017";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,983333333333333
"58";"Berwijn_03_17/07/2017";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"59";"Berwijn_03_17/07/2017";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,983333333333333
"60";"Berwijn_03_17/07/2017";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;TRUE;0
"61";"BolBe_02_12/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,714285714285714
"62";"BolBe_02_12/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"63";"BolBe_02_12/08/2016";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;TRUE;0
"64";"BolBe_02_12/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,966666666666667
"65";"BolBe_02_12/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;1
"66";"BolBe_02_12/08/2016";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"67";"BolBe_02_12/08/2016";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,333333333333333
"68";"BolBe_02_12/08/2016";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-0,5
"69";"BolBe_02_12/08/2016";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,966666666666667
"70";"BolBe_02_12/08/2016";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;TRUE;0
"71";"BosBe_01_25/06/2015";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,985714285714286
"72";"BosBe_01_25/06/2015";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"73";"BosBe_01_25/06/2015";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"74";"BosBe_01_25/06/2015";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;1
"75";"BosBe_01_25/06/2015";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;1
"76";"BosBe_01_25/06/2015";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"77";"BosBe_01_25/06/2015";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,966666666666667
"78";"BosBe_01_25/06/2015";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"79";"BosBe_01_25/06/2015";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;1
"80";"BosBe_01_25/06/2015";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;TRUE;0
"81";"BosBe_02_17/07/2017";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,957142857142857
"82";"BosBe_02_17/07/2017";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;FALSE;NA
"83";"BosBe_02_17/07/2017";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"84";"BosBe_02_17/07/2017";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,9
"85";"BosBe_02_17/07/2017";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;1
"86";"BosBe_02_17/07/2017";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"87";"BosBe_02_17/07/2017";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,9
"88";"BosBe_02_17/07/2017";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"89";"BosBe_02_17/07/2017";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,9
"90";"BosBe_02_17/07/2017";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;TRUE;0
"91";"DesNe_01_6/07/2015";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,985714285714286
"92";"DesNe_01_6/07/2015";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"93";"DesNe_01_6/07/2015";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"94";"DesNe_01_6/07/2015";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,833333333333333
"95";"DesNe_01_6/07/2015";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;0,999
"96";"DesNe_01_6/07/2015";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"97";"DesNe_01_6/07/2015";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,966666666666667
"98";"DesNe_01_6/07/2015";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"99";"DesNe_01_6/07/2015";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,833333333333333
"100";"DesNe_01_6/07/2015";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;FALSE;1e-04
"101";"DesNe_02_26/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,785714285714286
"102";"DesNe_02_26/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"103";"DesNe_02_26/08/2016";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"104";"DesNe_02_26/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,333333333333333
"105";"DesNe_02_26/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;0,895
"106";"DesNe_02_26/08/2016";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"107";"DesNe_02_26/08/2016";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,5
"108";"DesNe_02_26/08/2016";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"109";"DesNe_02_26/08/2016";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,333333333333333
"110";"DesNe_02_26/08/2016";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;FALSE;0,0105
"111";"Dommel_01_5/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,992857142857143
"112";"Dommel_01_5/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"113";"Dommel_01_5/08/2016";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"114";"Dommel_01_5/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,9
"115";"Dommel_01_5/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;0,95
"116";"Dommel_01_5/08/2016";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"117";"Dommel_01_5/08/2016";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,983333333333333
"118";"Dommel_01_5/08/2016";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"119";"Dommel_01_5/08/2016";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,9
"120";"Dommel_01_5/08/2016";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;FALSE;0,005
"121";"Dommel_03_5/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,992857142857143
"122";"Dommel_03_5/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"123";"Dommel_03_5/08/2016";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"124";"Dommel_03_5/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;1
"125";"Dommel_03_5/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;1
"126";"Dommel_03_5/08/2016";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"127";"Dommel_03_5/08/2016";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,983333333333333
"128";"Dommel_03_5/08/2016";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"129";"Dommel_03_5/08/2016";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;1
"130";"Dommel_03_5/08/2016";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;TRUE;0
"131";"Dommel_05_25/06/2015";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,928571428571428
"132";"Dommel_05_25/06/2015";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"133";"Dommel_05_25/06/2015";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;TRUE;0
"134";"Dommel_05_25/06/2015";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,933333333333333
"135";"Dommel_05_25/06/2015";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;0,95
"136";"Dommel_05_25/06/2015";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"137";"Dommel_05_25/06/2015";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,833333333333333
"138";"Dommel_05_25/06/2015";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-0,5
"139";"Dommel_05_25/06/2015";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,933333333333333
"140";"Dommel_05_25/06/2015";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;FALSE;0,005
"141";"Dommel_08_8/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,957142857142857
"142";"Dommel_08_8/08/2016";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"143";"Dommel_08_8/08/2016";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"144";"Dommel_08_8/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,983333333333333
"145";"Dommel_08_8/08/2016";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;0,95
"146";"Dommel_08_8/08/2016";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"147";"Dommel_08_8/08/2016";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,9
"148";"Dommel_08_8/08/2016";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
"149";"Dommel_08_8/08/2016";"3260";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1295;TRUE;0,983333333333333
"150";"Dommel_08_8/08/2016";"3260";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";"zb";1;1287;FALSE;0,005
"151";"Dommel_09_17/07/2017";"3260";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";"zb";1;287;TRUE;0,928571428571428
"152";"Dommel_09_17/07/2017";"3260";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";"b";1;291;TRUE;NA
"153";"Dommel_09_17/07/2017";"3260";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";"b";1;294;FALSE;-1
"154";"Dommel_09_17/07/2017";"3260";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";"zb";1;1315;TRUE;0,983333333333333
"155";"Dommel_09_17/07/2017";"3260";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";"zb";1;290;TRUE;0,95
"156";"Dommel_09_17/07/2017";"3260";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";"zb";1;1294;FALSE;NA
"157";"Dommel_09_17/07/2017";"3260";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1291;TRUE;0,833333333333333
"158";"Dommel_09_17/07/2017";"3260";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1290;FALSE;-1
