"ID";"SBZH";"Habitattype";"Weight";"Regio";"TypePlot";"Jaar";"StratumWeight";"X";"Y";"Date"
"125998";"Binnen";"4030";0,867530016283834;"Atlantic";"vegetatieopname";2016;108,011428571429;193917,624;218862,06;2016-10-24
"127710";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2016;41,5557692307692;153981,527;232814,138;2016-11-16
"129234";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2014;55,241935483871;220349,678;198254,1;2014-09-11
"131806";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;154045,588;233262,17;2016-10-20
"134098";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;228733,609;194830,124;2014-09-09
"136402";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;219389,569;197646,076;2014-09-16
"13686";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2015;108,011428571429;214493,594;216974,147;2015-09-10
"144094";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;153181,836;231726,666;2014-09-03
"15070";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2015;55,241935483871;159101,537;227182,09;2015-06-26
"151250";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;224445,542;193870,164;2014-09-08
"152786";"Binnen";"2310";0,704694860742418;"Atlantic";"vegetatieopname";2014;41,5557692307692;220221,596;196526,11;2014-09-19
"170834";"Buiten";"2330_bu";1;"Atlantic";"vegetatieopname";2017;111,15;236541,556;195982,157;2017-07-07
"177078";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;218205,705;199470,117;2014-09-10
"20178";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;223997,62;193678,129;2014-09-08
"20406";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;218621,685;196750,097;2014-09-16
"213942";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;215965,659;200270,188;2014-09-05
"21430";"Binnen";"4030";0,765194370313666;"Atlantic";"vegetatieopname";2014;108,011428571429;216413,53;198957,987;2014-09-09
"21714";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;219997,653;196526,176;2014-09-19
"218322";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;220221,61;196846,127;2014-09-19
"225910";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;218237,625;204046,132;2014-09-23
"226230";"Binnen";"2330_bu";0,256367175307593;"Atlantic";"vegetatieopname";2014;17,5142857142857;216829,549;199726,202;2014-09-08
"23538";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2014;55,241935483871;240637,721;181550,161;2014-08-25
"236370";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;236637,591973;195854,113583;2014-08-27
"23762";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;226109,625;194286,116;2014-09-11
"2610";"Buiten";"4030";1;"Atlantic";"vegetatieopname";2014;305,75;228701,59;183310,168;2014-08-25
"26322";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;222973,637;188302,122;2014-09-02
"267190";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;216477,6;199758,123;2014-09-08
"27090";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2015;41,5557692307692;227805,547;192878,056;2015-06-01
"27602";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;229373,558;194638,1;2014-09-09
"279478";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2014;55,241935483871;215709,558;200718,132;2014-09-03
"28126";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;164541,584;227566,074;2016-10-11
"28370";"Binnen";"2310";0,871001951894246;"Atlantic";"vegetatieopname";2014;41,5557692307692;224925,617;189998,194;2014-08-28
"28658";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;240317,591973;185614,113583;2014-08-21
"29406";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;154397,518;232526,165;2014-08-21
"295862";"Binnen";"2330_bu";0,223782656804328;"Atlantic";"vegetatieopname";2014;17,5142857142857;215133,638;200878,118;2014-09-03
"29622";"Binnen";"2310";0,698568377871301;"Atlantic";"vegetatieopname";2014;41,5557692307692;217117,528;199886,051;2014-09-08
"3026";"Binnen";"4030";0,979180156176559;"Atlantic";"vegetatieopname";2014;108,011428571429;228637,548;194030,18;2014-09-09
"304338";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;220733,556;196910,031;2014-09-22
"306130";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;229981,574;195534,141;2014-09-10
"32466";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;224797,609;193358,157;2014-09-11
"331702";"Binnen";"2310";0,76238754517531;"Atlantic";"vegetatieopname";2014;41,5557692307692;218365,509;197454,074;2014-09-16
"332726";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;215581,609;200142,151;2014-09-05
"33502";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2016;108,011428571429;154717,619;233262,054;2016-10-20
"33718";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;215229,797;201039,352;2014-09-02
"34514";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;225277,54;189806,117;2014-08-28
"35090";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2015;55,241935483871;223037,733;217262,156;2015-09-24
"35794";"Binnen";"2310";0,787287434265829;"Atlantic";"vegetatieopname";2014;41,5557692307692;228317,545;195246,134;2014-09-11
"361398";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;215005,527;201038,1;2014-09-02
"37330";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;231869,551;189646,085;2014-08-28
"38098";"Binnen";"2310";0,840973736859655;"Atlantic";"vegetatieopname";2014;41,5557692307692;218973,532;196686,113;2014-09-17
"386422";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;214333,62;216334,141;2014-09-23
"398546";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;219261,492;197966,072;2014-09-15
"40054";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;206557,552;212078,068;2016-11-28
"40146";"Binnen";"4030";0,731121458361115;"Atlantic";"vegetatieopname";2014;108,011428571429;224797,572;195022,138;2014-09-08
"42934";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;213949,705;198350,206;2014-09-10
"431314";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;219549,551;196174,067;2014-09-17
"43230";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;163933,516;226286,15;2016-11-21
"433362";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;224797,606;194510,089;2014-09-08
"43566";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2015;108,011428571429;195709,547;224462,199;2015-06-25
"43858";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2014;17,5142857142857;237149,592;195662,156;2014-08-28
"445266";"Binnen";"2330_bu";0,599105380380149;"Atlantic";"vegetatieopname";2014;17,5142857142857;236797,591973;196078,113583;2014-08-27
"44626";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;238205,591973;186638,113583;2014-08-22
"45790";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;154429,693;231822,192;2014-08-22
"458462";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;154589,494;230766,088;2014-09-02
"459222";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;178269,588;218254,144;2014-09-26
"46006";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;215933,707;201294,796;2014-09-09
"463798";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;215837,614;199214,013;2014-09-09
"476086";"Binnen";"2310";0,675019340921222;"Atlantic";"vegetatieopname";2014;41,5557692307692;215805,554;200622,042;2014-09-04
"488054";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;218173,665;203758,107;2014-09-23
"488374";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;217021,58;199758,17;2014-09-08
"492470";"Binnen";"4030";0,287068360317604;"Atlantic";"vegetatieopname";2014;108,011428571429;215549,634;200398,118;2014-09-04
"498514";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;236829,591973;195822,113583;2014-08-27
"50102";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;215933,591973;201294,113583;2014-09-02
"502610";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2017;41,5557692307692;237373,6;195534,165;2017-07-10
"503414";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;210749,592;208174,127;2016-10-05
"504542";"Binnen";"2310";0,999970507446378;"Atlantic";"vegetatieopname";2016;41,5557692307692;154461,732;231214,096;2016-09-19
"5330";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;218781,533;197454,143;2014-09-16
"5422";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2016;108,011428571429;188797,584;227918,077;2016-10-28
"54482";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;220445,649;197134,083;2014-09-22
"546002";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2017;41,5557692307692;219677,565;196494,079;2017-07-17
"54994";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;223869,604;187022,106;2014-08-29
"55058";"Buiten";"2330_bu";1;"Atlantic";"vegetatieopname";2014;111,15;218973,577;202734,147;2014-09-11
"551218";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2017;41,5557692307692;225181,581;182286,15;2017-06-28
"579958";"Binnen";"2310";0,251504107602007;"Atlantic";"vegetatieopname";2016;41,5557692307692;214732,542;216628,655;2016-09-28
"583030";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;213981,615;216174,025;2016-09-29
"59858";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2015;41,5557692307692;227805,579;193870,05;2015-06-01
"602846";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;153885,539;231758,157;2016-10-03
"60894";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2016;108,011428571429;163581,588;226862,114;2016-11-21
"62141";"Binnen";"4010";0,80394270432902;"Atlantic";"vegetatieopname";2016;55,241935483871;152253,589;232974,073;2016-10-26
"62174";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;154109,72;231981,907;2014-09-03
"648566";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;214301,63;216270,181;2016-09-29
"65234";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2014;55,241935483871;225949,55;192110,128;2014-09-02
"65522";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2014;55,241935483871;239645,574;181774,106;2014-08-20
"656246";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;210402,134;208224,879;2016-10-05
"659382";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2017;17,5142857142857;218461,535;197614,176;2017-07-20
"66006";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;177725,612;217902,135;2014-09-26
"66270";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;153373,565;233006,086;2016-10-25
"714198";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;185789,549;211054,087;2016-10-14
"714230";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;196381,637;204110,114;2016-09-28
"71902";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;163037,643;225486,193;2016-10-07
"72690";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;239325,527;181326,1;2014-08-20
"734";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;153661,556;233774,204;2016-11-18
"742610";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2017;17,5142857142857;220637,569;196718,169;2017-07-17
"75474";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;223197,557;189358,128;2014-09-01
"76242";"Binnen";"4010";0,801668360543478;"Atlantic";"vegetatieopname";2014;55,241935483871;228541,59;193998,171;2014-09-09
"76754";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;230269,58;194702,088;2014-09-10
"77278";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;165053,642;228686,114;2016-11-30
"77394";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;237949,591973;187182,113583;2014-08-22
"808146";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2017;17,5142857142857;219837,591973;196270,113583;2017-07-17
"81374";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;164989,519;229070,112;2016-10-27
"821462";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;177565,585;218478,196;2016-10-21
"82222";"Binnen";"4030";0,919626734322581;"Atlantic";"vegetatieopname";2016;108,011428571429;192733,543;230350,145;2016-10-21
"82654";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2016;55,241935483871;154621,551;234382,041;2016-11-25
"84946";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2015;41,5557692307692;227773,592;194158,114;2015-06-01
"87250";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2017;55,241935483871;220125,577;196846,1;2017-07-17
"877942";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;214112,187;215054,275;2016-09-30
"8786";"Buiten";"4030";1;"Atlantic";"vegetatieopname";2014;305,75;242749,63;192974,109;2014-09-12
"884342";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;210621,689;208590,339;2016-10-05
"8893";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;152797,557;232782,142;2014-09-03
"90846";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;155389,836;231534,889;2014-08-19
"91122";"Binnen";"4030";0,574609273274882;"Atlantic";"vegetatieopname";2017;108,011428571429;238013,594;184814,192;2017-07-03
"91410";"Binnen";"4030";0,999970507446378;"Atlantic";"vegetatieopname";2016;108,011428571429;222621,709;216941,994;2016-09-27
"91510";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2015;17,5142857142857;214045,599;215502,176;2015-09-09
"92382";"Binnen";"4030";0,907927863567406;"Atlantic";"vegetatieopname";2016;108,011428571429;163677,495;225614,127;2016-10-07
"93138";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;228893,61;194478,105;2014-09-09
"937682";"Binnen";"2330_bu";1;"Atlantic";"vegetatieopname";2017;17,5142857142857;224669,59;193806,173;2017-07-28
"94942";"Binnen";"4010";1;"Atlantic";"vegetatieopname";2014;55,241935483871;154685,544;231918,212;2014-08-21
"95158";"Binnen";"2310";0,717355538221587;"Atlantic";"vegetatieopname";2014;41,5557692307692;216893,499;199470,074;2014-09-09
"95710";"Binnen";"4010";0,984870436611055;"Atlantic";"vegetatieopname";2016;55,241935483871;167485,69;229774,087;2016-12-05
"963294";"Binnen";"2330_bu";0,999970507446378;"Atlantic";"vegetatieopname";2016;17,5142857142857;154685,553;231374,104;2016-09-19
"96978";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;222365,59;188686,113;2014-09-01
"976246";"Binnen";"2310";0,999970507446378;"Atlantic";"vegetatieopname";2016;41,5557692307692;213877,529;215826,183;2016-09-28
"98002";"Binnen";"2310";1;"Atlantic";"vegetatieopname";2014;41,5557692307692;225245,618;193934,097;2014-09-11
"9938";"Binnen";"4030";1;"Atlantic";"vegetatieopname";2014;108,011428571429;223645,611;189070,107;2014-09-01
